"TLD","TLDLength","NoOfSubDomain","NoOfAmpersandInURL","LineOfCode","HasTitle","HasFavicon","Robots","NoOfSelfRedirect","NoOfPopup","NoOfiFrame","HasExternalFormSubmit","HasPasswordField","Bank","Pay","Crypto","NoOfImage","NoOfCSS","NoOfJS","label"
296,2,1,0,1088,1,1,0,0,0,4,0,0,0,0,0,8,0,3,1
84,2,1,0,1013,1,0,1,0,0,0,0,0,0,0,1,94,3,8,1
96,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,3,1,0,108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,1059,1,1,0,0,0,1,0,0,0,1,0,29,7,15,1
96,3,1,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,1376,1,1,0,0,5,7,0,0,0,1,0,17,3,7,1
84,2,1,0,1634,1,0,1,0,0,0,1,0,0,0,0,32,38,46,1
96,3,1,0,3304,1,1,0,0,0,19,0,1,1,1,0,41,3,23,1
96,3,0,0,249,1,1,0,0,0,0,0,1,0,0,0,3,3,4,0
96,3,1,0,648,1,1,1,0,0,2,0,0,1,1,1,67,6,21,1
96,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,3,1,0,356,1,1,1,0,0,0,0,0,0,0,0,30,7,9,1
345,2,2,0,2831,1,0,1,0,0,0,0,0,0,1,0,75,8,12,1
96,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,3,1,0,405,1,1,0,0,0,2,0,0,0,0,0,4,5,13,1
96,3,1,0,2887,1,1,1,0,0,2,0,1,1,0,0,35,21,48,1
96,3,1,0,4247,1,1,0,0,0,0,0,0,0,1,0,13,2,13,1
258,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,4,1,0,1540,1,0,0,0,0,0,0,0,0,0,0,60,5,19,1
96,3,1,0,1537,1,1,1,0,1,1,0,0,0,0,0,84,3,19,1
96,3,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,429,1,0,1,0,0,0,0,0,0,1,0,8,5,6,1
180,2,1,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,2,1,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,1298,1,0,1,0,1,1,0,1,0,1,0,27,14,20,1
112,2,1,0,14469,1,1,1,0,0,1,0,0,0,0,0,379,1,4,1
187,2,2,0,2878,1,1,0,0,1,2,0,0,0,0,0,85,6,12,1
96,3,1,0,1487,1,0,1,0,0,0,0,0,0,0,0,17,8,3,1
253,2,2,0,1130,1,1,0,0,0,1,0,0,0,0,0,17,2,4,1
96,3,1,0,775,1,0,1,0,0,0,0,0,0,0,0,30,23,19,1
96,3,1,0,693,1,0,0,0,0,4,0,0,0,1,0,5,12,10,1
345,2,2,0,3482,1,1,0,0,0,2,0,0,0,0,0,44,3,4,1
96,3,1,0,45061,1,0,0,0,0,19,0,1,1,1,0,483,10,42,1
96,3,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,2,2,0,1966,1,1,0,0,0,3,0,0,0,1,0,82,2,32,1
96,3,1,0,1327,1,1,0,0,0,2,0,1,1,1,1,29,5,7,1
248,2,1,0,12319,1,1,0,0,0,1,0,1,1,1,0,317,1,8,1
45,3,1,0,108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,358,1,1,0,0,0,0,0,0,0,0,0,23,2,12,1
96,3,1,0,30,1,1,0,0,0,0,0,0,0,0,0,0,2,4,0
258,3,1,0,2394,1,1,0,0,0,5,0,0,0,1,0,51,6,22,1
96,3,1,0,169,1,1,0,0,0,0,0,0,0,0,0,2,3,3,1
96,3,1,0,11419,1,0,1,0,0,2,0,0,0,0,1,51,13,25,1
145,5,1,0,1557,1,0,1,0,0,19,0,1,1,1,0,53,6,15,1
96,3,1,0,2669,1,0,0,0,0,3,0,0,1,0,0,33,3,22,1
258,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,1006,1,0,1,0,0,0,0,0,0,0,0,27,12,12,1
45,3,1,0,228,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0
96,3,1,0,4513,1,0,0,1,0,34,0,1,1,1,0,78,11,42,1
340,2,1,0,667,1,1,1,0,0,0,0,1,0,0,0,13,15,30,1
96,3,1,0,1123,1,1,0,0,0,5,0,0,0,0,0,23,2,8,1
128,2,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,2,2,0,1440,1,1,0,0,0,1,0,0,1,1,0,35,2,5,1
113,3,1,0,3,1,0,1,0,0,0,0,1,0,0,0,1,1,2,0
96,3,1,0,375,1,1,0,0,0,0,0,0,0,0,0,11,2,4,1
96,3,1,0,350,1,0,0,0,2,0,0,0,0,0,0,16,6,7,1
345,2,2,0,6009,1,1,0,0,0,2,0,0,0,0,0,164,3,12,1
96,3,1,0,276,1,1,0,0,0,0,0,0,1,1,0,19,3,9,0
290,2,2,0,85,1,1,0,0,0,0,0,1,0,0,0,0,2,1,0
96,3,1,0,472,1,1,1,0,0,0,0,0,0,0,0,32,16,24,1
345,2,2,0,518,1,0,1,0,0,0,0,0,0,0,0,1,5,7,1
180,2,1,0,676,1,1,0,0,0,0,0,0,1,1,0,27,2,21,1
96,3,1,0,1234,1,1,1,0,0,0,0,0,0,0,0,61,6,6,1
116,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
258,3,1,0,634,1,0,1,0,1,0,0,0,0,0,0,21,22,22,1
112,2,1,0,3160,1,1,0,0,0,0,0,0,0,1,0,42,9,15,1
258,3,1,0,508,1,1,0,0,0,0,0,0,0,0,0,26,3,2,1
96,3,1,0,5277,1,1,0,0,0,3,0,0,0,1,1,150,0,13,1
96,3,1,0,2307,1,0,0,0,0,0,0,0,1,1,0,56,1,18,1
180,2,1,0,922,1,0,0,0,0,1,0,0,0,0,0,35,7,18,1
71,2,2,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
45,3,1,0,108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,2,1,0,1531,1,1,0,1,0,0,0,0,0,1,0,16,4,7,1
96,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,129,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
96,3,1,0,397,1,1,1,0,0,0,0,0,0,0,0,21,5,11,1
96,3,1,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,2,1,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,3,4,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
253,2,2,0,3701,1,0,0,0,0,19,0,1,1,1,0,58,2,21,1
158,4,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
112,2,1,0,3408,1,1,1,0,0,0,0,0,0,1,0,49,8,16,1
94,2,1,0,198,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,3,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,2,2,0,973,1,1,0,1,0,0,0,0,0,1,0,25,6,40,1
176,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
237,2,2,0,761,1,0,1,0,0,7,0,0,0,0,0,88,6,9,1
96,3,2,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,879,1,1,1,0,0,0,0,0,0,0,0,11,3,4,1
258,3,1,0,860,1,1,1,0,0,6,0,1,0,0,0,19,28,26,1
258,3,1,0,4926,1,1,1,0,0,2,0,0,1,1,0,54,23,35,1
345,2,1,0,137,1,1,0,0,0,0,0,1,0,0,0,6,0,0,0
258,3,1,0,552,1,0,0,0,0,1,0,0,0,1,0,16,19,26,1
83,3,1,0,17,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
96,3,1,0,1420,1,0,0,0,0,19,0,1,1,1,0,13,3,23,1
258,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,271,1,1,0,0,0,0,0,0,1,1,0,19,3,9,0
242,3,1,0,1113,1,1,0,0,0,2,0,0,0,1,0,35,9,12,1
153,2,1,0,2133,1,1,1,0,0,4,0,0,0,1,0,88,6,18,1
258,3,1,0,573,1,1,0,0,0,0,0,0,0,1,0,10,6,7,1
96,3,1,0,156,1,1,0,0,0,0,0,1,0,1,0,1,7,0,0
96,3,0,0,35,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
96,3,1,0,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,2,1,0,1698,1,0,1,0,0,2,0,0,0,1,0,31,4,17,1
96,3,1,0,173,1,1,0,0,0,0,0,0,1,1,0,19,3,9,0
96,3,1,0,329,1,0,0,0,0,1,0,0,0,0,0,2,0,1,1
96,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,2,0,109,1,0,1,0,0,0,0,0,1,1,1,0,1,7,0
345,2,2,0,940,1,0,1,0,0,0,0,0,0,0,0,43,4,13,1
183,2,1,0,1486,1,1,0,0,0,2,0,0,0,0,0,56,2,4,1
170,2,2,0,1057,1,1,0,0,0,4,0,1,1,0,0,56,21,9,1
112,2,1,0,995,1,1,1,0,0,1,0,0,0,1,0,42,2,5,1
290,2,1,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,2,1,0,3189,1,1,0,0,0,0,0,0,0,1,0,89,10,0,1
75,2,3,0,361,1,1,0,0,0,0,0,0,0,0,0,4,25,11,1
258,3,1,0,2665,1,1,0,0,0,5,0,0,0,1,0,0,10,21,1
45,3,1,0,108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,0,0,682,1,1,1,0,0,0,0,0,1,1,0,14,1,0,0
96,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,3,1,0,1346,1,1,1,0,1,3,0,0,0,0,0,38,11,20,1
45,3,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
285,6,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,32,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
96,3,1,0,5208,1,1,0,0,0,4,0,0,0,0,0,187,2,14,1
61,2,2,0,1006,1,1,0,0,0,1,0,0,0,0,0,26,4,3,1
96,3,1,0,983,1,1,0,0,0,2,0,0,0,0,0,16,6,17,1
317,2,1,0,1012,1,0,1,0,0,0,0,0,1,1,0,33,29,35,1
205,4,2,0,201,1,0,0,0,0,0,0,1,0,0,0,1,1,10,0
96,3,1,0,2569,1,0,0,0,0,3,0,0,0,1,0,47,4,20,1
242,3,4,0,891,1,0,0,0,0,0,0,0,0,1,0,1,1,6,0
96,3,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
258,3,1,0,1176,1,0,0,0,0,0,0,1,0,0,0,24,11,25,1
96,3,1,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,2006,1,0,0,0,0,2,0,0,0,1,0,19,23,20,1
96,3,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,3,2,0,92,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0
96,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,2452,1,0,0,0,0,19,0,1,1,1,0,43,5,19,1
325,2,2,0,2683,1,1,1,0,0,2,0,0,0,0,0,62,43,45,1
96,3,1,0,707,1,0,0,0,0,0,0,0,1,1,0,39,6,19,1
170,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,527,1,0,0,0,0,0,0,0,0,0,0,23,8,6,1
96,3,1,0,493,1,1,0,1,1,10,0,1,0,0,0,12,2,5,1
96,3,1,0,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,2962,1,0,1,0,0,3,0,0,0,1,0,50,27,46,1
93,2,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
242,3,1,0,1131,1,1,0,0,0,0,0,0,0,0,0,20,19,24,1
181,2,1,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,1558,1,0,0,0,0,1,0,1,0,1,0,20,14,14,1
176,4,0,0,212,1,0,1,0,0,0,0,0,0,1,0,8,1,3,0
96,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
345,2,2,0,3296,1,1,1,0,0,27,0,0,0,0,0,71,12,28,1
96,3,1,0,2121,1,1,0,0,0,21,0,1,1,1,0,33,18,71,1
96,3,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,2,1,0,30,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
96,3,1,0,108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,3,1,0,7953,1,1,0,1,0,1,0,0,0,1,0,67,38,34,1
96,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,2,1,0,2415,1,1,1,0,0,10,0,0,0,0,0,39,12,25,1
96,3,1,0,2966,1,1,0,0,0,4,0,0,0,1,1,36,8,18,1
71,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,3322,1,0,1,0,0,2,1,1,1,1,0,53,5,16,1
345,2,2,0,1030,1,0,1,0,0,0,0,0,0,0,0,33,32,57,1
296,2,1,0,835,1,0,0,0,0,0,0,0,0,1,0,52,7,7,1
112,2,1,0,4337,1,1,1,0,0,9,0,0,1,0,0,146,7,20,1
258,3,1,0,752,1,1,1,0,0,3,0,0,0,0,0,15,5,8,1
96,3,1,0,108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,2,0,0,13,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
187,2,2,0,711,1,0,0,0,0,8,0,0,0,0,0,28,9,9,1
50,2,3,0,2386,1,1,1,0,0,3,1,0,0,1,0,17,45,48,1
96,3,1,0,4134,1,1,0,1,0,19,0,1,1,1,0,132,6,34,1
335,3,3,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,3,1,0,1475,1,1,0,0,0,2,1,1,1,1,0,10,4,9,1
96,3,1,0,2438,1,0,0,0,0,1,0,0,0,0,0,77,6,16,1
139,2,1,0,20,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
258,3,1,0,891,1,1,0,0,0,0,0,1,0,1,0,22,2,6,1
96,3,1,0,1518,1,0,1,0,0,0,0,1,0,0,0,42,8,12,1
221,2,1,0,82,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
153,2,1,0,5046,1,0,1,0,0,4,0,0,0,0,0,22,10,16,1
110,2,1,0,2219,1,0,0,0,0,0,0,1,0,0,0,72,14,29,1
302,4,1,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,2,2,0,868,1,0,0,0,0,1,0,0,0,0,0,24,4,9,1
45,3,1,0,16,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,368,1,0,0,0,1,0,0,0,0,1,0,21,1,13,1
242,3,1,0,1048,1,0,1,0,0,0,0,0,1,1,0,40,2,4,1
96,3,1,0,10380,1,0,1,0,1,18,0,0,1,1,1,59,15,25,1
96,3,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,271,1,1,0,0,0,0,0,0,1,1,0,19,3,9,0
258,3,1,0,1284,1,0,0,0,0,2,0,0,0,0,0,33,1,4,1
113,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,271,1,1,0,0,0,0,0,0,1,1,0,19,3,9,0
242,3,1,0,422,1,1,0,0,0,0,0,1,0,0,0,18,2,4,1
96,3,1,0,3125,1,1,1,1,1,2,0,1,1,1,0,95,52,18,1
340,2,1,0,896,1,0,1,0,0,0,0,0,0,1,0,39,3,17,1
50,2,2,0,2022,1,1,0,0,1,0,0,0,0,0,0,22,19,22,1
56,2,1,0,786,1,1,0,0,0,0,0,0,0,0,0,55,2,5,1
96,3,1,0,2088,1,1,1,0,0,25,0,0,0,0,0,22,27,23,1
242,3,0,0,43,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
96,3,1,0,2350,1,1,1,0,0,0,0,1,1,1,0,90,62,68,1
84,2,1,0,1242,1,1,1,0,0,0,0,0,0,1,0,32,1,15,1
96,3,1,0,1617,1,1,1,0,0,11,0,0,0,0,0,41,14,29,1
96,3,1,0,1016,1,1,1,0,0,0,0,0,0,1,0,63,5,19,1
96,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,4,1,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,2,1,0,3275,1,1,0,0,2,5,0,0,0,1,0,63,12,21,1
170,2,2,0,13,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
96,3,0,0,86,1,1,0,0,0,0,0,0,1,0,0,0,4,63,0
96,3,1,0,1922,1,0,0,0,0,1,0,0,0,0,0,32,2,7,1
176,4,4,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,2,1,0,572,1,0,0,0,0,0,0,0,1,0,0,20,8,9,0
180,2,1,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,1534,1,1,1,0,0,0,0,0,0,0,1,90,3,21,1
225,2,1,0,20,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
45,3,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
152,2,1,0,20,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,88,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
96,3,1,0,30,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0
258,3,1,0,4628,1,0,0,0,0,3,0,0,1,1,0,37,8,7,1
258,3,1,0,1220,1,1,1,0,0,0,0,0,0,0,0,21,8,20,1
96,3,1,0,875,1,0,1,0,0,1,0,0,0,1,0,10,5,11,1
96,3,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,13,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
75,2,1,0,1725,1,1,1,0,0,3,0,0,0,0,0,19,11,19,1
96,3,1,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
94,2,2,0,198,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,1314,1,1,0,0,0,1,0,0,1,1,0,22,1,6,1
96,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,1476,1,1,1,0,0,2,0,0,0,0,0,42,10,14,1
358,3,2,0,43,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0
96,3,1,0,1395,1,1,1,0,0,9,1,1,0,1,0,40,10,20,1
96,3,2,0,107,1,0,1,0,0,0,0,0,1,1,1,0,1,7,0
190,2,2,0,839,1,1,1,0,0,6,0,0,0,0,0,35,1,4,1
96,3,1,0,8,1,1,0,1,0,2,0,0,0,0,0,1,1,2,0
242,3,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
96,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,737,1,1,0,0,0,2,0,0,0,0,0,10,8,11,1
96,3,1,0,933,1,1,0,0,0,3,0,0,0,0,0,24,0,10,1
255,3,1,0,457,1,0,1,0,0,0,0,0,0,0,0,20,9,8,1
213,2,1,0,242,1,1,1,0,0,4,1,0,0,0,0,7,3,10,1
258,3,1,0,870,1,0,1,0,0,0,0,0,0,0,0,18,13,11,1
96,3,1,0,404,1,0,1,0,0,0,0,0,1,1,0,9,6,9,1
96,3,1,0,1072,1,1,0,0,0,1,0,0,0,0,0,24,9,17,1
96,3,2,0,28,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
96,3,1,0,1618,1,0,1,0,0,3,0,0,0,0,0,19,1,11,1
96,3,1,0,2284,1,0,0,0,0,28,0,0,0,1,0,36,12,13,1
96,3,1,0,108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,3,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,2083,1,1,0,0,0,9,0,0,0,0,0,63,5,22,1
123,3,2,0,1224,1,0,1,0,1,8,0,0,0,0,0,17,13,20,1
96,3,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
258,3,1,0,1162,1,1,0,0,0,2,0,0,0,0,0,18,4,21,1
152,2,1,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,3,1,0,36,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0
345,2,0,0,159,1,0,0,0,0,1,0,1,0,0,0,2,0,0,0
45,3,1,0,108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,2,1,0,3957,1,1,1,0,0,23,0,0,0,0,0,60,32,21,1
367,2,2,0,2389,1,0,1,0,0,0,1,0,0,1,0,46,51,71,1
180,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,3,1,0,1460,1,1,0,0,0,0,0,0,0,1,0,56,2,6,1
90,5,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,3034,1,0,0,0,0,21,0,1,1,1,0,82,4,29,1
345,2,2,0,4588,1,0,1,1,0,6,1,0,0,0,0,14,23,26,1
96,3,1,0,798,1,0,1,0,0,0,0,0,1,0,0,25,2,9,1
303,2,1,0,976,1,1,0,0,0,1,0,0,0,0,0,80,0,6,1
96,3,1,0,1286,1,0,1,0,0,0,0,0,0,0,0,28,27,70,1
96,3,1,0,46,1,1,0,0,0,1,0,0,0,1,0,0,1,2,0
180,2,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,9,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
96,3,1,0,10,1,1,0,1,0,2,0,0,0,0,0,1,1,2,0
258,3,1,0,613,1,1,0,0,0,7,0,0,0,0,0,37,2,1,1
96,3,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,2747,1,1,0,0,0,19,0,1,1,1,0,85,4,22,1
94,2,1,0,314,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,2,1,0,250,1,0,0,0,0,0,0,1,0,0,0,13,2,9,0
96,3,1,0,1649,1,0,1,0,0,6,0,0,0,1,0,38,27,56,1
84,2,1,0,1449,1,1,1,0,0,1,0,0,0,1,0,54,11,9,1
258,3,1,0,339,1,0,0,0,0,2,0,0,0,0,0,7,5,10,1
96,3,1,0,5819,1,1,0,0,0,9,0,0,0,0,0,15,9,9,1
258,3,1,0,1690,1,1,1,0,1,2,0,0,0,0,1,29,10,30,1
362,2,1,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,3,1,0,108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,2,1,0,1327,1,1,1,0,0,0,0,0,1,0,0,12,11,23,1
96,3,1,0,3155,1,1,0,0,0,0,1,0,0,0,0,38,2,5,1
296,2,1,0,6199,1,0,1,0,1,1,0,0,1,0,0,496,1,7,1
205,4,2,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,2,2,0,198,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,3,1,0,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,0,0,312,1,0,0,0,0,0,0,0,0,0,0,10,1,1,0
96,3,1,0,6024,1,0,0,0,0,1,0,0,0,1,0,311,3,36,1
96,3,2,0,416,0,0,0,0,0,0,0,1,0,1,0,2,3,1,0
96,3,1,0,1262,1,1,1,0,0,0,0,0,0,0,0,6,4,2,1
96,3,1,0,1000,1,0,0,0,0,1,1,0,0,0,0,46,38,57,1
325,2,2,0,8812,1,1,0,0,2,20,0,0,0,0,0,126,67,34,1
94,2,1,0,198,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,3,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,468,1,0,0,0,0,0,0,0,0,1,1,15,3,10,1
258,3,1,0,1536,1,1,0,0,0,0,0,0,0,0,0,37,34,22,1
71,2,2,0,711,1,0,0,0,0,2,0,0,0,0,0,40,13,20,1
290,2,2,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,0,0,90,1,1,0,0,0,0,0,1,0,0,0,2,1,7,0
94,2,1,0,198,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,4,2,0,257,1,0,0,0,0,0,0,1,0,0,0,1,0,2,0
96,3,1,0,1392,1,0,1,0,1,0,0,0,1,0,0,31,12,14,1
274,3,1,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,2,0,329,1,0,0,0,0,0,0,1,0,0,0,1,2,7,0
345,2,2,0,468,1,1,0,0,0,0,0,0,0,1,0,17,8,28,1
96,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,2,2,0,1110,1,1,0,0,2,0,0,0,0,0,0,44,3,10,1
96,3,1,0,2523,1,1,1,0,0,19,0,1,1,1,0,19,3,13,1
335,3,3,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,1914,1,1,0,0,0,2,0,0,0,0,0,58,10,19,1
258,3,1,0,1433,1,1,0,0,0,6,0,1,0,1,0,19,8,8,1
96,3,1,0,1862,1,0,1,0,0,0,1,0,0,0,0,54,46,49,1
258,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,458,1,1,0,0,0,0,0,0,0,1,0,15,12,20,1
242,3,1,0,359,1,0,0,0,0,13,0,0,0,0,0,9,2,4,1
96,3,1,0,905,1,1,1,0,0,3,0,0,0,0,0,20,28,28,1
253,2,2,0,534,1,1,0,0,0,2,0,0,1,0,0,31,3,10,1
345,2,2,0,970,1,1,1,0,0,2,0,0,0,0,0,22,19,8,1
71,2,2,0,62,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,1537,1,1,1,0,0,0,0,0,0,1,0,99,10,22,1
96,3,0,0,184,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0
96,3,1,0,108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,2,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,181,1,1,0,0,0,0,0,0,0,0,0,15,3,8,1
361,5,1,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,7961,1,0,0,0,0,19,0,1,1,1,0,194,5,29,1
52,2,1,0,1361,1,1,0,0,0,0,1,1,0,0,0,25,37,31,1
45,3,1,0,108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
96,3,1,0,2464,1,0,0,0,0,19,0,1,1,1,0,76,6,22,1
