"FILENAME","URL","URLLength","Domain","DomainLength","IsDomainIP","TLD","URLSimilarityIndex","TLDLength","NoOfSubDomain","HasObfuscation","NoOfObfuscatedChar","ObfuscationRatio","NoOfLettersInURL","LetterRatioInURL","NoOfDegitsInURL","DegitRatioInURL","NoOfEqualsInURL","NoOfQMarkInURL","NoOfAmpersandInURL","NoOfOtherSpecialCharsInURL","SpacialCharRatioInURL","IsHTTPS","LineOfCode","HasTitle","Title","DomainTitleMatchScore","HasFavicon","Robots","IsResponsive","NoOfURLRedirect","NoOfSelfRedirect","HasDescription","NoOfPopup","NoOfiFrame","HasExternalFormSubmit","HasSocialNet","HasSubmitButton","HasHiddenFields","HasPasswordField","Bank","Pay","Crypto","HasCopyrightInfo","NoOfImage","NoOfCSS","NoOfJS","NoOfSelfRef","NoOfEmptyRef","NoOfExternalRef","label"
19623,2729,26,11587,19,0,96,72.55555556,3,1,0,0,0,14,0.538,0,0,0,0,0,1,0.038,0,14,1,7651,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
20541,2451,26,10541,19,0,96,69.43933824,3,1,0,0,0,12,0.462,0,0,0,0,0,3,0.115,0,9,1,6456,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
8190,11383,28,7333,21,0,75,100,2,1,0,0,0,15,0.536,0,0,0,0,0,1,0.036,1,501,1,2945,0,1,1,1,0,0,1,0,2,0,1,1,0,0,0,0,0,1,25,3,9,14,10,29,1
7363,13660,24,10180,17,0,258,100,3,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,1277,1,6053,100,1,0,1,0,0,1,0,2,0,1,1,0,0,0,1,0,1,35,11,17,32,2,120,1
4338,18863,29,16769,22,0,96,100,3,1,0,0,0,16,0.552,0,0,0,0,0,1,0.034,1,700,1,13704,100,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,42,46,49,54,6,13,1
13224,5114,58,111,37,0,94,13.88519209,2,2,0,0,0,17,0.293,28,0.483,0,0,0,5,0.086,1,198,1,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
7811,18675,34,16539,27,0,96,100,3,1,0,0,0,21,0.618,0,0,0,0,0,1,0.029,1,13012,1,13401,100,1,0,1,1,0,1,2,23,0,1,0,1,0,0,0,0,0,3,0,3,4,0,3,1
19820,1571,21,6174,15,0,82,59.29487179,2,1,0,0,0,9,0.429,0,0,0,0,0,1,0.048,0,8,1,1337,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13209,6933,44,2171,36,0,45,21.88021355,3,1,0,0,0,12,0.273,21,0.477,0,0,0,3,0.068,1,108,1,6694,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
6290,10319,19,6007,12,0,101,100,4,1,0,0,0,6,0.316,0,0,0,0,0,1,0.053,1,1119,1,1071,100,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,16,20,33,59,0,62,1
19309,2342,30,9937,23,0,225,40.76190476,2,1,0,0,0,16,0.533,1,0.033,0,0,0,2,0.067,0,20,1,5794,100,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10503,12555,24,8776,17,0,96,100,3,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,471,1,13362,77.77777778,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,10,11,12,0,10,1
22407,1778,16,7120,10,0,270,69.84126984,2,1,0,0,0,4,0.25,0,0,0,0,0,1,0.062,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16616,8818,46,4069,20,0,112,33.32436277,2,0,0,0,0,33,0.717,0,0,0,0,0,5,0.109,1,40,1,15317,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,11,0,0,0,0
6048,16876,32,14314,25,0,96,100,3,1,0,0,0,19,0.594,0,0,0,0,0,1,0.031,1,927,1,10659,100,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,25,20,25,50,0,65,1
2293,12049,19,8147,12,0,258,100,3,1,0,0,0,6,0.316,0,0,0,0,0,1,0.053,1,1316,1,3863,100,0,1,1,0,0,1,1,2,1,1,1,1,0,0,1,0,1,28,20,27,126,0,105,1
3851,13811,21,10359,14,0,96,100,3,1,0,0,0,8,0.381,0,0,0,0,0,1,0.048,1,214,1,6263,100,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,9,2,10,18,0,15,1
23389,6178,68,1380,22,0,183,23.88160291,2,0,0,0,0,48,0.706,3,0.044,0,0,0,9,0.132,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6584,20894,19,19356,12,0,123,100,3,1,0,0,0,6,0.316,0,0,0,0,0,1,0.053,1,1718,1,16625,100,1,1,1,1,0,1,0,6,0,1,1,0,0,0,1,0,1,10,2,10,104,5,23,1
7697,16594,37,13980,30,0,96,100,3,1,0,0,0,24,0.649,0,0,0,0,0,1,0.027,1,1396,1,10323,100,1,0,1,0,0,1,0,0,1,1,1,1,1,0,1,0,1,18,11,32,60,2,67,1
2199,22504,25,21298,18,0,136,100,2,1,0,0,0,12,0.48,0,0,0,0,0,1,0.04,1,1216,1,18790,100,1,1,1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,29,24,33,137,2,152,1
21957,2074,33,8733,27,0,96,65.24889729,3,2,0,0,0,19,0.576,0,0,0,0,0,3,0.091,0,49,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
1547,17995,20,15670,13,0,343,100,2,2,0,0,0,6,0.3,0,0,0,0,0,2,0.1,1,654,1,12423,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,17,3,8,80,0,9,1
17277,6762,22,1961,14,0,96,86.2585034,3,0,0,0,0,13,0.591,0,0,0,0,0,1,0.045,1,25,1,5824,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
4147,10164,29,5778,22,0,258,100,3,1,0,0,0,16,0.552,0,0,0,0,0,1,0.034,1,1373,1,865,100,1,1,1,0,0,1,0,2,0,1,0,1,0,0,1,0,1,34,26,52,86,11,120,1
12503,6725,47,1920,30,0,96,50.20731707,3,1,0,0,0,32,0.681,3,0.064,0,0,0,4,0.085,1,662,1,5619,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,8,0
8049,12994,27,9323,20,0,96,100,3,1,0,0,0,14,0.519,0,0,0,0,0,1,0.037,1,557,1,4973,100,0,0,0,0,0,0,0,2,0,1,1,1,0,0,0,0,1,5,1,3,0,1,9,1
12401,6755,55,1951,47,0,94,37.89044817,2,2,0,0,0,17,0.309,23,0.418,0,0,0,7,0.127,1,198,1,5728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
1772,18689,23,16554,16,0,45,100,3,1,0,0,0,10,0.435,0,0,0,0,0,1,0.043,1,800,1,13414,100,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,14,10,12,4,0,23,1
89,14134,28,10824,21,0,96,100,3,1,0,0,0,15,0.536,0,0,0,0,0,1,0.036,1,822,1,6834,100,1,0,0,0,0,1,1,5,0,1,1,1,1,0,0,1,1,13,5,7,145,0,85,1
2223,15812,27,12935,20,0,128,100,2,1,0,0,0,13,0.481,0,0,0,0,0,2,0.074,1,332,1,9092,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,20,8,17,92,5,94,1
11471,21695,26,20326,19,0,96,100,3,1,0,0,0,13,0.5,0,0,0,0,0,1,0.038,1,992,1,17724,100,1,0,1,0,0,1,0,2,0,1,1,1,1,1,1,0,1,41,3,15,105,0,136,1
20960,4932,52,22348,46,0,290,19.93711226,2,3,0,0,0,35,0.673,3,0.058,0,0,0,3,0.058,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5215,12302,20,8437,13,0,180,100,2,1,0,0,0,7,0.35,0,0,0,0,0,1,0.05,1,1023,1,4152,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,23,7,8,80,8,8,1
15388,9042,71,4301,44,0,96,20.75774754,3,2,0,0,0,40,0.563,10,0.141,0,0,0,13,0.183,1,11,1,16165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19857,3777,21,16725,15,0,152,57.30027548,2,1,0,0,0,9,0.429,0,0,0,0,0,1,0.048,0,8,1,13642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8578,16788,23,14209,16,0,96,100,3,1,0,0,0,10,0.435,0,0,0,0,0,1,0.043,1,968,1,10548,100,1,0,1,0,0,1,0,2,0,1,1,0,0,0,1,0,1,23,22,26,145,7,145,1
4107,16560,19,13928,12,0,116,100,2,1,0,0,0,6,0.316,0,0,0,0,0,1,0.053,1,456,1,10269,100,1,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,1,1,6,10,12,0,2,1
4152,14397,23,11153,16,0,96,100,3,1,0,0,0,10,0.435,0,0,0,0,0,1,0.043,1,4069,1,7174,100,1,0,1,1,0,1,0,19,0,1,1,1,1,1,1,0,1,56,4,30,198,18,85,1
10159,22062,27,20735,20,0,258,100,3,1,0,0,0,14,0.519,0,0,0,0,0,1,0.037,1,386,1,18158,100,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,9,12,12,62,0,32,1
1964,17711,21,15331,14,0,50,100,2,2,0,0,0,7,0.333,0,0,0,0,0,2,0.095,1,1350,1,12031,0,1,0,1,0,0,0,0,2,0,1,1,0,0,0,0,0,1,25,2,23,212,7,30,1
1414,16597,23,13984,16,0,183,100,2,1,0,0,0,8,0.348,2,0.087,0,0,0,1,0.043,1,1860,1,10326,100,1,0,1,1,0,1,0,4,0,1,1,1,0,0,0,0,0,101,4,13,108,1,169,1
630,18495,22,16303,15,0,96,100,3,1,0,0,0,9,0.409,0,0,0,0,0,1,0.045,1,6604,1,13095,100,0,1,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,70,6,42,420,0,100,1
19896,1971,20,8192,14,0,96,80,3,1,0,0,0,7,0.35,0,0,0,0,0,2,0.1,0,14,1,3906,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
20054,1199,21,5138,14,0,96,69.45454545,3,1,0,0,0,3,0.143,6,0.286,0,0,0,1,0.048,0,53,1,60,100,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,1,4,1,0,1,0
3650,13386,32,9822,25,0,248,100,2,1,0,0,0,19,0.594,0,0,0,0,0,1,0.031,1,2121,1,5661,100,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,128,2,4,385,0,0,1
10157,6651,110,1879,15,0,96,14.80238114,3,1,0,0,0,84,0.764,7,0.064,1,1,0,9,0.1,1,8,1,5433,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,2,0,0,2,0,2,0
21816,1471,46,5807,40,0,96,66.75252778,3,3,0,0,0,28,0.609,1,0.022,0,0,0,6,0.13,0,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19258,2953,27,12719,20,0,96,73.52941176,3,1,0,0,0,15,0.556,0,0,0,0,0,1,0.037,0,68,1,8864,100,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22778,5058,46,24,18,0,94,21.53562043,2,2,0,0,0,23,0.5,9,0.196,0,0,0,6,0.13,1,314,1,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
15023,9243,35,4515,26,0,96,67.91584484,3,1,0,0,0,19,0.543,3,0.086,0,0,0,5,0.143,1,108,1,16946,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
8070,15149,27,12119,20,0,96,100,3,1,0,0,0,14,0.519,0,0,0,0,0,1,0.037,1,422,1,8218,100,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,17,7,8,8,0,11,1
11616,12109,32,8223,25,0,93,100,2,2,0,0,0,18,0.562,0,0,0,0,0,2,0.062,1,907,1,8299,0,0,0,1,0,0,1,3,0,0,0,0,1,0,0,0,0,1,44,7,9,34,0,56,1
868,11888,23,7945,16,0,171,100,2,1,0,0,0,10,0.435,0,0,0,0,0,1,0.043,1,1205,1,3647,100,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,32,2,6,181,3,64,1
2997,11760,24,7802,17,0,96,100,3,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,1472,1,3501,100,0,1,0,0,0,1,0,4,0,1,1,0,0,0,0,0,1,57,7,11,58,10,85,1
5037,15602,22,12672,15,0,50,100,2,2,0,0,0,8,0.364,0,0,0,0,0,2,0.091,1,1526,1,8851,0,1,0,1,0,0,1,0,2,0,1,1,0,0,0,0,0,0,64,5,26,91,9,51,1
19307,1427,19,5604,12,0,139,66.31944444,2,1,0,0,0,7,0.368,0,0,0,0,0,1,0.053,0,20,1,676,100,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5130,16556,23,13923,16,0,242,100,3,1,0,0,0,10,0.435,0,0,0,0,0,1,0.043,1,246,1,10259,100,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,8,5,6,8,0,29,1
21661,2891,29,12372,23,0,96,84.14554906,3,1,0,0,0,16,0.552,0,0,0,0,0,2,0.069,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9574,22576,28,21394,21,0,215,100,2,1,0,0,0,15,0.536,0,0,0,0,0,1,0.036,1,1766,1,18923,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,90,25,37,228,2,260,1
12820,7723,23,2820,15,0,96,87,3,0,0,0,0,14,0.609,0,0,0,0,0,1,0.043,1,15,1,10072,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18546,22506,23,21300,16,0,96,100,3,1,0,0,0,10,0.435,0,0,0,0,0,1,0.043,1,1761,1,18793,100,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,65,1,11,251,4,28,1
1456,18412,19,16196,12,0,150,100,3,1,0,0,0,6,0.316,0,0,0,0,0,1,0.053,1,1371,1,12986,100,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,4,3,7,84,0,13,1
22130,2375,37,10096,31,0,96,78.62041936,3,1,0,0,0,25,0.676,0,0,0,0,0,1,0.027,0,2,1,5955,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
905,14379,36,11127,29,0,96,100,3,1,0,0,0,23,0.639,0,0,0,0,0,1,0.028,1,1089,1,7152,100,1,0,1,0,0,1,0,5,0,1,1,0,0,0,1,0,1,33,4,16,55,8,60,1
6803,23168,33,22132,26,0,96,100,3,1,0,0,0,20,0.606,0,0,0,0,0,1,0.03,1,8219,1,19723,100,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,49,4,22,116,0,19,1
13444,23058,35,21995,28,0,345,100,2,2,0,0,0,20,0.571,0,0,0,0,0,3,0.086,1,774,1,19590,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,38,9,12,29,0,44,1
13145,6392,32,1584,24,0,45,46.40277778,3,1,0,0,0,21,0.656,0,0,0,0,0,3,0.094,1,108,1,4459,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
7,18920,33,16847,26,0,96,100,3,1,0,0,0,20,0.606,0,0,0,0,0,1,0.03,1,1136,1,13791,100,0,1,1,0,0,0,0,1,0,1,1,1,0,1,1,0,1,60,10,12,184,1,199,1
21486,2296,20,9799,14,0,176,89.09090909,4,1,0,0,0,8,0.4,0,0,0,0,0,1,0.05,0,16,1,5639,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11102,12271,32,8396,25,0,341,100,2,3,0,0,0,17,0.531,0,0,0,0,0,3,0.094,1,998,1,4111,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,24,6,12,204,6,55,1
17524,16425,26,13731,19,0,96,100,3,1,0,0,0,13,0.5,0,0,0,0,0,1,0.038,1,169,1,10053,100,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8,7,8,35,1,43,1
9051,11069,25,6950,18,0,96,100,3,1,0,0,0,12,0.48,0,0,0,0,0,1,0.04,1,1817,1,2507,100,1,0,1,0,0,1,0,19,0,1,1,1,1,1,1,0,1,35,2,18,43,0,20,1
18919,20439,22,18767,15,0,112,100,2,1,0,0,0,9,0.409,0,0,0,0,0,1,0.045,1,5750,1,15933,100,1,0,1,1,1,1,0,10,0,1,0,0,0,1,0,0,1,157,11,30,751,21,49,1
17575,14549,19,11362,12,0,242,100,3,1,0,0,0,6,0.316,0,0,0,0,0,1,0.053,1,5070,1,7412,100,0,1,1,0,0,1,0,0,0,1,1,1,1,0,1,0,1,13,26,34,59,10,61,1
9920,22366,21,21114,14,0,110,100,2,2,0,0,0,7,0.333,0,0,0,0,0,2,0.095,1,766,1,18596,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,19,6,8,18,0,17,1
14723,4140,50,18552,31,0,335,28.98750822,3,4,0,0,0,32,0.64,0,0,0,0,0,7,0.14,0,11,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15936,7960,37,3071,28,0,45,36.68191414,3,1,0,0,0,23,0.622,3,0.081,0,0,0,3,0.081,1,108,1,11204,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
4881,13194,26,9558,19,0,96,100,3,1,0,0,0,13,0.5,0,0,0,0,0,1,0.038,1,2113,1,5347,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,57,43,56,64,5,144,1
14654,22788,34,21641,27,0,258,100,3,1,0,0,0,21,0.618,0,0,0,0,0,1,0.029,1,2554,1,19172,0,0,1,0,0,0,1,0,2,0,1,0,0,0,1,0,0,1,144,1,12,77,0,102,1
5554,19124,25,17080,18,0,96,100,3,1,0,0,0,12,0.48,0,0,0,0,0,1,0.04,1,944,1,14049,100,1,1,1,0,0,1,0,5,0,1,1,1,1,0,1,0,1,6,2,8,132,0,100,1
3309,10807,29,6619,22,0,127,100,2,1,0,0,0,16,0.552,0,0,0,0,0,1,0.034,1,1526,1,1998,0,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1,0,1,46,22,49,164,12,166,1
2970,21514,27,20108,20,0,96,100,3,1,0,0,0,14,0.519,0,0,0,0,0,1,0.037,1,1128,1,17501,100,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,36,2,3,156,1,17,1
7389,11305,24,7239,17,0,96,100,3,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,2996,1,2844,100,0,0,1,0,0,1,0,22,0,1,1,1,1,1,1,0,1,44,46,18,130,9,38,1
10736,13796,29,10344,22,0,96,100,3,1,0,0,0,16,0.552,0,0,0,0,0,1,0.034,1,3358,1,6249,100,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,72,4,5,375,0,399,1
20014,2459,26,10549,20,0,290,73.80514706,2,2,0,0,0,6,0.231,7,0.269,0,0,0,2,0.077,0,9,1,6465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8528,11188,39,7093,32,0,96,100,3,1,0,0,0,26,0.667,0,0,0,0,0,1,0.026,1,886,1,2670,100,0,0,1,0,0,1,0,2,0,1,1,0,0,0,0,0,0,10,7,18,69,0,35,1
13228,5203,38,248,30,0,94,19.61290323,2,2,0,0,0,12,0.316,15,0.395,0,0,0,3,0.079,1,198,1,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
5046,18232,24,15976,17,0,96,100,3,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,2292,1,12762,100,1,1,1,1,1,1,0,2,0,1,1,0,0,0,0,0,0,136,16,33,258,0,159,1
7505,18527,31,16350,24,0,96,100,3,1,0,0,0,18,0.581,0,0,0,0,0,1,0.032,1,1749,1,13166,100,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,20,5,16,32,0,43,1
17167,366,38,1489,14,0,290,26.40860215,2,1,0,0,0,20,0.526,6,0.158,0,0,0,5,0.132,0,9,1,4242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8829,19197,30,17169,23,0,96,100,3,1,0,0,0,17,0.567,0,0,0,0,0,1,0.033,1,2165,1,14141,100,0,1,1,0,0,0,0,4,1,0,1,1,1,0,1,0,1,51,8,33,167,2,190,1
22957,475,120,1944,19,0,176,9.88152502,4,0,0,0,0,79,0.658,24,0.2,0,0,0,10,0.083,0,9,1,5716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14280,23501,36,22638,27,0,96,54.30139134,3,1,0,0,0,18,0.5,6,0.167,0,0,0,4,0.111,1,271,1,20007,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,19,3,9,1,0,4,0
10749,20776,24,19207,17,0,93,100,2,2,0,0,0,10,0.417,0,0,0,0,0,2,0.083,1,1028,1,16451,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,18,14,6,189,0,4,1
9176,15118,31,12084,24,0,96,100,3,1,0,0,0,17,0.548,0,0,0,0,0,2,0.065,1,307,1,8164,100,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,23,1,2,43,0,6,1
6640,17406,17,14953,10,0,296,100,2,1,0,0,0,4,0.235,0,0,0,0,0,1,0.059,1,630,1,11591,100,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,11,14,13,49,0,57,1
23102,8109,26,3227,17,0,364,46.212995,3,1,0,0,0,13,0.5,2,0.077,0,0,0,3,0.115,1,180,1,11603,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,17,2,3,0,0,0,0
4351,18448,24,16240,17,0,96,100,3,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,1083,1,13034,0,1,1,1,0,0,1,0,11,0,1,0,0,0,0,0,0,1,33,8,15,74,6,93,1
18605,18179,18,15916,11,0,175,100,2,1,0,0,0,5,0.278,0,0,0,0,0,1,0.056,1,1277,1,12688,0,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,39,5,18,0,10,23,1
1781,14860,32,11764,25,0,96,100,3,1,0,0,0,19,0.594,0,0,0,0,0,1,0.031,1,543,1,7822,100,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,20,3,15,112,5,122,1
15514,23493,37,22628,28,0,94,30.6698375,2,1,0,0,0,18,0.486,6,0.162,0,0,0,5,0.135,1,337,1,19996,0,0,0,1,0,0,0,0,3,0,0,1,1,1,1,1,0,1,1,2,0,1,6,0,0
7965,10118,35,5717,28,0,96,100,3,1,0,0,0,22,0.629,0,0,0,0,0,1,0.029,1,5651,1,805,100,1,1,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,26,39,40,119,0,123,1
13267,7855,439,2979,24,0,96,3.254689822,3,1,0,0,0,307,0.699,55,0.125,16,1,0,52,0.157,1,20,1,10920,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5672,13610,23,10120,16,0,96,100,3,1,0,0,0,10,0.435,0,0,0,0,0,1,0.043,1,5776,1,5981,100,1,0,1,0,0,1,0,19,0,1,1,1,0,1,1,0,0,313,3,27,228,5,34,1
16775,6526,50,1760,41,0,180,55.51967366,2,1,0,0,0,38,0.76,0,0,0,0,0,4,0.08,1,141,1,5113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0
13358,6468,31,1697,23,0,45,49.7794581,3,1,0,0,0,21,0.677,0,0,0,0,0,2,0.065,1,49,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
974,11363,21,7310,14,0,71,100,2,2,0,0,0,7,0.333,0,0,0,0,0,2,0.095,1,5187,1,12866,0,1,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,1,29,10,14,230,3,208,1
6804,11565,28,7566,21,0,96,100,3,1,0,0,0,15,0.536,0,0,0,0,0,1,0.036,1,3957,1,3225,100,0,0,1,1,0,1,1,20,0,0,1,1,1,1,1,0,1,64,87,27,172,0,27,1
12659,313,44,1235,37,0,96,39.70243359,3,1,0,0,0,35,0.795,0,0,0,0,0,2,0.045,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8759,14223,33,10932,26,0,96,100,3,1,0,0,0,20,0.606,0,0,0,0,0,1,0.03,1,4017,1,6964,100,0,0,1,0,0,1,0,20,0,0,1,1,1,1,1,0,1,17,15,24,158,37,12,1
4336,12869,30,9159,23,0,345,100,2,2,0,0,0,16,0.533,0,0,0,0,0,2,0.067,1,494,1,4812,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,4,15,7,97,0,103,1
8978,13709,26,10242,19,0,71,100,2,2,0,0,0,12,0.462,0,0,0,0,0,2,0.077,1,580,1,6129,0,0,0,1,0,0,1,0,2,0,1,0,0,0,0,1,0,1,47,3,7,60,0,16,1
16610,8208,38,3349,29,0,96,60.81648831,3,1,0,0,0,26,0.684,1,0.026,0,0,0,3,0.079,1,108,1,12153,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
14925,9422,42,4686,21,0,96,44.93326742,3,0,0,0,0,29,0.69,1,0.024,0,0,0,4,0.095,1,5,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20812,2466,26,10556,20,0,290,60.84558824,2,2,0,0,0,6,0.231,7,0.269,0,0,0,2,0.077,0,9,1,6472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21067,1597,37,6227,31,0,96,48.0893592,3,2,0,0,0,24,0.649,0,0,0,0,0,2,0.054,0,16,1,1394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1824,18367,23,16143,16,0,96,100,3,1,0,0,0,10,0.435,0,0,0,0,0,1,0.043,1,248,1,12919,100,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,22,1,3,16,0,4,1
23173,1517,49,5942,41,0,364,25.01633924,3,3,0,0,0,27,0.551,5,0.102,0,0,0,6,0.122,0,40,1,1021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12798,413,21,1631,15,0,96,87,3,0,0,0,0,13,0.619,0,0,0,0,0,1,0.048,0,9,1,4638,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
435,14095,22,10774,15,0,96,100,3,1,0,0,0,9,0.409,0,0,0,0,0,1,0.045,1,2871,1,6766,100,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,30,27,60,127,1,163,1
