"TLDLength","NoOfSubDomain","NoOfAmpersandInURL","HasTitle","HasFavicon","Robots","NoOfSelfRedirect","NoOfPopup","NoOfiFrame","HasExternalFormSubmit","HasPasswordField","Bank","Pay","Crypto","label"
2,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2,2,0,1,1,0,0,0,0,0,0,0,1,0,1
2,1,0,1,1,0,0,0,1,0,0,0,1,0,1
3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2,2,0,1,0,0,0,0,0,0,0,0,1,0,1
3,1,0,1,1,0,0,0,0,0,0,0,0,0,1
4,2,0,1,1,0,0,0,2,0,0,0,0,0,1
3,1,0,1,1,0,0,0,1,0,0,0,0,0,1
2,1,0,1,1,1,0,0,1,0,0,0,1,0,1
2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,1,1,0,0,0,0,0,0,1,0,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,1,1,0,0,2,0,0,0,0,0,1
2,1,0,1,0,0,1,0,0,0,0,0,0,0,0
3,1,0,1,1,0,0,0,6,0,0,1,0,0,1
3,1,0,1,1,0,0,0,2,0,0,0,0,0,1
2,2,0,1,1,1,0,0,2,0,0,0,0,0,1
2,2,0,1,1,0,0,0,2,0,0,0,0,0,1
2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,1,0,0,0,1,0,0,0,1,0,1
3,1,0,1,0,1,0,1,0,0,0,0,0,0,1
3,1,0,1,0,1,0,0,0,0,0,0,1,0,1
3,2,15,1,0,0,0,0,2,0,0,0,0,0,0
2,2,0,1,0,1,0,0,5,0,0,0,0,0,1
3,4,0,1,0,0,0,0,0,0,0,0,0,0,0
3,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2,4,0,0,1,0,0,0,0,0,0,0,0,0,0
3,1,0,1,1,0,0,0,2,0,0,0,0,0,1
3,1,0,1,1,1,0,0,4,0,0,0,1,0,1
2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,0,0,0,0,0,0,1,0,0,0,0,0,0
3,1,0,1,0,0,0,0,19,0,1,1,1,0,1
3,2,0,1,1,1,0,1,17,0,0,0,1,0,1
3,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2,1,0,1,1,0,0,0,1,0,0,0,0,0,1
3,1,0,1,1,0,0,0,2,0,0,1,1,0,1
3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,1,0,0,0,1,0,0,0,0,0,0
3,1,0,1,1,1,0,0,2,0,0,0,1,0,1
4,1,0,1,0,1,0,0,0,0,0,0,0,0,0
3,1,0,1,1,1,0,0,11,1,0,0,0,0,1
3,1,0,1,1,0,0,0,0,0,0,0,0,0,1
3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2,2,0,1,1,0,0,0,0,0,0,1,0,0,1
4,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,1,0,0,0,4,0,0,0,0,0,1
3,1,0,1,0,0,0,0,0,0,0,0,0,0,1
4,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,0,1,0,5,0,1,0,0,0,0,1
3,1,0,1,0,0,0,0,1,0,0,0,0,0,1
2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,1,1,0,0,1,0,0,0,1,0,1
3,1,0,1,1,1,0,0,4,0,0,0,1,0,1
3,1,0,1,1,0,0,0,19,0,1,1,1,0,1
2,1,0,1,0,0,1,0,0,0,0,0,0,0,0
3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2,2,0,1,1,0,0,0,1,0,0,0,0,0,1
3,1,0,1,1,0,0,3,0,0,0,0,0,0,1
2,0,0,1,1,0,0,0,0,0,0,0,0,0,0
3,1,0,1,0,0,0,0,2,0,0,0,0,0,1
3,1,0,1,0,1,0,0,0,0,0,0,0,0,1
3,3,0,1,0,0,0,0,0,0,0,0,0,0,0
4,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2,3,0,1,1,0,0,0,2,0,0,0,0,0,1
3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,0,1,0,1,0,0,0,0,0,0,1
3,1,0,1,0,1,0,0,0,1,0,0,1,0,1
3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,1,0,0,0,1,0,0,0,0,0,1
2,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2,1,0,1,1,1,0,0,2,0,0,0,0,0,1
3,1,0,1,0,1,0,1,0,0,0,0,0,0,1
3,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,0,1,0,1,0,0,8,0,0,0,1,0,1
4,2,1,0,0,0,0,0,0,0,0,0,1,0,0
3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2,1,0,1,1,1,0,0,3,0,0,0,1,0,1
2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,0,0,0,2,6,1,0,0,1,0,1
2,2,0,1,0,1,0,0,1,0,0,0,0,0,1
2,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2,2,0,1,0,1,0,0,2,1,0,0,1,0,1
2,2,0,1,0,0,0,0,24,0,0,1,1,0,1
3,1,0,1,0,0,0,0,19,0,1,1,1,0,1
3,1,0,1,1,0,0,0,0,0,0,0,0,1,0
3,1,0,1,1,0,0,0,0,0,0,0,0,0,1
2,1,0,0,1,0,0,0,0,0,0,0,0,0,0
3,1,0,1,1,1,0,0,2,0,0,0,0,0,1
2,0,0,1,0,0,0,0,1,0,1,1,0,0,0
3,1,0,1,1,0,0,0,0,0,0,0,1,0,1
2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
4,2,0,1,1,1,0,0,0,0,1,0,0,0,0
2,1,0,1,1,0,0,0,1,0,0,0,0,0,1
6,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2,1,0,1,0,1,0,0,0,0,0,0,0,0,1
3,1,0,1,1,0,0,0,1,0,0,1,1,0,1
3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,0,1,0,0,2,0,0,0,1,0,1
3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,0,0,0,0,0,0,1,0,0,0,0
2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2,1,0,1,1,1,0,0,0,0,0,0,0,1,1
3,1,0,1,1,0,0,0,0,0,0,1,1,0,0
3,1,0,1,0,1,0,0,1,0,0,0,1,0,1
3,1,0,1,1,0,1,3,0,0,1,0,0,0,1
3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,1,0,0,0,0,0,0,0,1,0,1
2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2,2,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,1,0,0,0,0,0,0,0,0,0,1
3,0,0,1,0,1,0,0,1,0,0,0,0,0,0
3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,1,1,0,1,2,0,0,1,1,0,1
3,1,0,1,1,0,0,0,0,0,0,0,0,0,1
2,2,0,1,0,0,0,0,0,0,0,0,0,0,1
2,1,0,1,0,1,1,0,1,0,1,0,0,0,1
3,1,0,1,0,0,0,0,0,0,0,1,1,1,1
2,1,0,1,1,0,0,0,2,0,0,0,0,0,1
3,1,0,1,1,0,0,0,19,0,1,1,1,0,1
2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,0,1,1,0,0,0,2,0,0,0,0,0,1
3,1,0,1,1,0,0,0,1,0,0,0,0,0,1
3,1,0,1,0,0,0,0,19,0,1,1,1,0,1
2,2,0,1,0,0,0,4,1,0,0,1,0,0,1
5,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,0,0,0,0,14,0,0,0,1,0,1
3,1,0,1,1,0,0,0,2,0,0,1,1,0,1
3,1,0,1,1,0,0,0,19,0,1,1,1,0,1
3,1,0,1,1,0,1,0,1,0,0,0,1,0,1
2,1,0,1,0,1,0,0,0,1,0,1,1,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2,2,0,1,1,0,0,0,0,0,0,0,1,0,1
3,1,0,1,1,0,0,0,0,0,0,1,1,0,0
3,1,0,1,0,1,0,0,6,0,0,0,0,0,1
3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,0,1,1,0,0,0,0,0,0,0,1,0,1
3,3,0,1,1,0,0,1,0,0,0,0,0,0,1
3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,1,0,0,0,2,0,1,0,1,0,1
3,1,0,1,1,0,0,0,0,0,0,1,1,0,0
3,2,0,1,0,1,0,0,0,0,0,0,0,0,0
7,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,1,0,0,0,0,1,0,0,0,0,1
3,1,0,1,1,0,0,0,1,0,0,0,1,0,1
2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,1,1,0,0,0,0,0,0,1,0,1
3,1,0,1,1,0,0,0,0,0,0,0,0,0,1
3,1,0,1,1,0,0,0,0,0,0,0,1,0,1
2,2,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,1,0,1,1,1,0,0,0,0,0,1,1,0,1
3,1,0,1,0,1,0,0,3,0,0,0,1,1,1
3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,0,0,0,0,0,0,0,0,0,1,1
2,2,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,0,0,0,0,27,0,1,1,1,0,1
3,5,0,1,0,0,0,0,0,0,0,0,0,0,0
2,2,0,1,0,0,0,0,0,0,0,0,0,0,0
3,3,12,1,0,0,0,0,0,0,0,0,0,0,0
2,2,0,1,0,0,0,0,1,0,0,0,0,0,1
3,0,0,1,1,0,0,0,1,0,0,1,0,0,0
4,1,0,1,0,1,0,0,0,0,0,0,1,0,0
4,1,0,1,0,0,0,0,0,0,0,0,0,0,0
4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,1,0,0,0,0,0,0,0,0,0,1
3,1,0,1,1,1,0,0,0,0,0,1,1,0,1
2,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,1,0,1,0,0,0,0,0,0,1,0,0,0,1
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2,2,0,1,1,1,0,1,2,0,1,0,0,0,1
3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,0,1,0,0,0,0,0,1,0,0,1
3,1,0,1,1,0,0,0,0,0,0,0,0,0,1
3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,0,1,1,1,0,0,3,0,0,0,0,0,1
3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,0,1,0,0,0,0,0,0,0,0,1
3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2,1,0,1,1,1,0,0,2,0,0,0,0,0,1
3,1,0,1,1,0,0,0,2,0,0,0,1,0,1
3,1,0,1,1,0,0,0,1,0,0,0,0,0,1
2,2,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,1,0,0,2,23,0,0,0,0,0,1
2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
4,1,0,1,1,0,0,0,1,0,0,0,0,0,1
2,1,0,1,0,0,1,0,0,0,0,0,0,0,0
3,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3,1,0,1,1,1,0,1,0,0,0,0,0,0,1
3,1,0,1,0,1,0,1,2,1,0,0,1,0,1
3,1,0,1,1,0,0,0,1,0,0,0,0,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,1,1,0,0,6,0,0,0,1,0,1
3,1,0,1,1,0,0,0,0,1,1,0,1,0,1
2,1,0,1,1,1,0,0,0,0,0,0,1,0,1
3,2,0,0,0,0,0,0,1,0,0,0,0,0,0
2,2,0,1,1,0,0,0,0,0,0,1,0,0,1
3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,1,1,0,0,2,0,0,0,1,0,1
3,1,0,1,1,0,0,0,0,0,0,0,1,0,0
3,1,0,1,0,0,0,0,2,0,0,0,0,0,1
2,2,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,1,0,0,0,0,0,0,0,1,0,1
3,1,0,1,1,0,0,1,5,0,1,0,0,1,1
2,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,1,0,1,1,0,0,0,2,0,1,1,1,0,1
2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,0,1,1,0,0,0,0,0,0,1,1,0,1
3,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,1,0,0,0,2,0,0,0,1,0,1
2,1,0,1,1,0,0,0,2,0,0,0,0,0,1
3,1,0,1,1,0,0,0,19,0,1,1,1,0,1
3,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2,2,0,1,1,0,0,0,2,0,0,0,0,0,1
2,1,0,1,1,0,0,0,4,0,0,0,0,0,1
3,1,0,1,0,1,0,0,1,0,0,0,1,0,1
3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,0,0,0,0,5,0,0,0,0,0,0
2,1,0,1,1,1,0,0,0,0,0,0,0,0,1
3,1,0,1,1,0,0,0,1,0,0,0,1,0,0
3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2,2,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2,2,0,1,0,0,0,3,0,0,0,0,0,0,1
2,1,0,1,1,0,0,0,0,0,0,1,1,0,1
3,1,0,1,0,1,0,0,4,0,0,0,0,0,1
2,2,0,1,1,0,0,0,2,0,0,0,0,0,1
2,1,0,1,0,0,1,0,0,0,0,0,0,0,0
3,1,0,1,1,0,0,0,0,0,0,0,0,0,1
3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,0,1,1,1,0,0,0,0,0,1,0,0,1
3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,1,0,0,0,0,0,0,1,0,0,1
3,1,0,1,1,0,0,0,0,0,0,0,0,0,1
3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,1,0,0,0,5,0,0,0,1,0,1
3,1,0,1,1,0,0,0,0,0,0,0,1,0,1
2,2,0,1,1,1,0,0,0,0,0,0,0,0,1
3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,0,1,0,0,1,0,0,1,1,0,1
4,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2,3,0,1,0,0,0,0,0,0,0,0,0,0,1
3,1,0,1,1,0,0,0,0,0,0,0,0,0,1
3,1,0,1,1,0,0,0,19,0,1,1,1,0,1
2,1,0,1,1,0,1,0,10,0,0,1,0,0,1
3,1,0,1,0,1,0,0,0,0,1,0,1,0,1
2,2,0,1,1,1,0,0,0,1,0,0,0,0,1
3,4,0,0,0,0,0,0,1,0,0,0,0,0,0
3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,0,1,0,0,0,1,0,0,0,0,1
3,1,0,1,0,1,0,0,2,0,0,1,0,0,1
3,1,0,1,1,1,0,0,5,0,1,0,1,0,1
2,1,0,1,1,1,0,0,1,0,1,0,1,0,1
3,1,0,1,1,0,0,0,0,0,0,0,0,0,1
3,1,0,1,0,0,0,0,22,0,1,1,1,0,1
3,1,0,1,0,0,0,1,0,0,0,0,0,0,1
2,2,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,0,0,0,0,2,0,0,0,0,0,1
2,2,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,1,1,1,0,2,0,0,0,0,0,1
3,1,0,1,0,0,0,0,1,0,0,0,0,0,1
2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,0,1,0,0,4,1,1,0,1,0,1
4,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,1,0,0,0,0,0,0,1,1,0,0
2,2,0,1,0,0,1,0,0,0,1,0,0,0,1
3,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2,1,0,1,0,1,0,0,1,0,0,0,0,0,1
3,1,0,1,0,0,0,0,0,0,0,1,0,0,0
3,1,0,1,1,1,0,0,11,0,0,0,0,0,1
2,1,0,1,1,0,0,0,1,0,0,0,0,0,1
3,1,0,1,1,0,0,1,0,0,0,0,0,0,1
2,1,0,1,0,0,0,0,3,0,1,1,1,0,0
3,1,0,1,1,1,0,0,0,1,0,0,1,0,1
3,1,0,1,0,0,0,0,1,0,0,0,0,0,0
3,1,0,1,1,0,0,0,19,0,0,1,1,0,1
2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,1,1,0,0,0,2,0,0,0,0,0,1
3,1,0,1,0,0,0,1,20,0,1,1,1,0,1
3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,0,0,0,0,20,0,1,1,1,0,1
2,2,0,1,0,1,0,0,0,0,0,0,1,0,1
2,2,0,1,0,0,0,0,2,0,0,0,1,0,1
3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,1,0,0,0,0,0,0,0,0,0,0,0
3,2,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,1,0,0,0,0,0,0,0,1,0,1
3,3,0,1,0,0,0,0,0,0,0,0,0,0,0
3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,1,1,0,0,1,0,0,0,0,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,0,0,1,0,25,0,0,0,0,0,1
3,1,0,1,1,0,0,0,0,0,0,0,0,0,1
3,1,0,1,1,0,0,0,0,0,0,0,0,0,1
3,1,0,1,0,1,0,1,2,1,0,0,0,0,1
2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,0,1,1,1,0,0,0,0,0,0,0,0,1
2,1,0,1,1,0,0,0,1,0,0,1,0,0,1
3,1,0,1,1,0,0,0,3,0,0,1,0,0,1
3,1,0,1,0,1,0,1,0,0,0,0,0,0,1
3,2,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,1,0,0,0,0,0,0,1,1,0,0
3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,0,1,0,0,0,0,0,0,0,0,1
3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,1,1,0,0,0,3,0,0,0,0,0,1
3,1,0,1,0,0,0,0,0,0,0,1,1,0,1
3,1,0,1,0,1,1,0,1,0,1,0,1,0,1
3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2,2,0,1,0,0,0,0,0,0,0,0,0,0,1
3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2,1,0,1,0,0,1,0,0,0,0,0,0,0,0
3,1,0,1,1,1,0,0,16,1,0,0,1,0,1
2,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3,1,0,1,0,1,0,0,0,0,0,0,0,0,1
2,1,0,1,0,0,0,0,2,0,0,0,0,0,1
7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,0,1,0,0,4,0,0,0,0,0,1
3,1,0,1,0,1,0,0,0,0,0,0,1,0,1
2,2,0,1,1,1,0,0,6,0,0,1,0,0,1
3,1,0,1,0,1,0,0,0,1,0,0,0,0,1
3,1,0,1,0,1,0,0,19,0,1,1,1,0,1
3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2,2,0,1,1,0,0,1,0,0,0,0,0,0,1
3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,0,1,1,0,0,0,2,0,0,0,0,0,1
2,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3,1,0,1,1,1,0,0,2,0,0,0,1,0,1
4,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,1,0,0,0,0,0,0,1,1,0,1
3,1,0,1,1,0,0,0,0,0,0,0,0,0,1
3,1,0,1,1,0,0,0,5,0,0,0,0,0,1
2,2,0,1,0,0,0,0,0,0,0,0,0,0,1
2,1,0,1,0,1,0,0,0,0,0,1,1,0,1
3,1,0,1,0,1,0,0,0,0,0,0,0,0,1
3,1,0,1,1,0,0,0,5,0,0,0,0,0,1
3,1,0,1,1,0,0,0,0,0,0,0,0,0,1
3,2,0,1,0,0,0,0,0,0,1,0,0,0,0
3,1,0,1,1,0,0,0,4,0,0,0,1,0,1
3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,0,1,1,0,0,0,0,0,0,0,0,0,1
3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,1,1,0,0,0,0,0,0,0,0,0,1
3,1,0,1,1,0,0,0,0,0,0,1,1,0,0
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,0,1,0,1,0,0,2,0,1,0,1,0,0
3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2,2,0,1,0,1,0,0,2,1,0,0,0,0,1
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2,1,0,1,0,1,0,0,4,0,0,0,1,1,1
3,1,0,1,0,0,0,0,3,0,0,0,0,0,1
3,1,0,1,0,0,0,0,19,0,1,1,1,0,1
3,1,0,1,1,0,0,0,0,0,0,1,1,0,0
3,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,1,0,1,1,0,0,0,0,0,0,0,1,0,1
3,1,0,1,1,0,0,0,2,0,0,0,1,1,1
3,1,0,1,0,0,0,0,0,0,0,0,1,0,1
3,1,0,1,1,0,0,0,4,0,0,1,1,0,1
2,1,0,1,1,1,0,0,1,0,0,0,1,0,1
2,2,0,1,1,0,0,0,0,0,0,0,1,0,1
2,2,0,1,0,0,0,0,2,0,0,1,1,0,1
3,1,0,1,0,1,0,0,0,1,1,1,1,1,1
3,1,0,1,1,0,0,0,0,0,0,1,1,0,1
3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,1,0,0,0,2,0,0,0,0,0,1
2,2,0,1,1,0,0,0,1,0,0,0,0,0,1
3,2,0,1,1,0,0,0,0,0,0,0,0,0,1
3,1,0,1,0,1,0,0,0,0,0,0,0,0,0
3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,1,0,0,0,2,0,0,0,0,0,1
3,1,0,1,0,1,0,0,0,0,0,0,0,0,0
2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,1,1,0,0,2,1,0,0,1,0,1
3,1,0,1,0,0,0,0,1,0,0,0,1,1,1
3,1,0,1,0,0,1,0,1,0,0,0,0,0,1
2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,1,0,1,0,0,0,1,1,0,0,1
3,1,0,1,1,0,0,1,4,0,0,0,1,0,1
3,1,0,1,1,1,0,0,0,0,0,0,1,0,1
3,1,0,1,0,1,0,0,2,0,0,0,1,0,1
2,1,0,1,1,1,0,0,0,0,0,0,0,0,0
3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,1,0,1,1,1,1,2,3,0,0,0,1,0,1
3,2,0,1,1,0,0,0,1,0,0,0,0,0,1
3,1,0,1,1,0,0,0,5,0,0,1,1,0,1
3,1,0,1,0,1,0,0,1,0,1,0,1,0,1
3,1,0,1,1,0,0,1,2,1,0,0,0,0,1
3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,1,0,0,0,0,3,0,1,0,1,1,1
2,1,0,1,1,0,0,0,1,0,0,0,0,0,1
2,1,0,1,0,0,0,52,1,0,1,0,0,0,1
2,2,0,1,1,0,0,0,0,0,0,0,0,0,1
2,2,0,1,1,0,0,0,2,0,0,1,0,0,1
3,1,0,1,1,0,0,0,0,0,0,1,1,0,1
3,1,0,1,1,1,0,0,1,0,1,1,0,0,1
3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2,2,0,1,0,0,0,0,1,0,0,0,0,0,1
4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,0,1,0,0,4,0,1,0,0,0,1
3,1,0,1,1,1,0,0,3,1,0,0,0,0,1
2,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,1,0,1,0,0,0,0,0,0,0,1,0,0,0
3,1,0,1,1,0,0,0,0,0,0,0,0,0,0
2,1,0,1,1,0,0,0,0,0,0,0,0,0,1
3,1,0,1,0,1,0,0,4,0,0,0,0,0,1
3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,1,1,0,0,0,0,0,0,0,0,0,0
3,1,0,1,0,0,0,20,1,0,0,0,0,0,1
3,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2,2,0,1,1,0,0,0,0,0,0,0,1,0,1
2,2,0,1,0,0,0,0,0,1,1,0,0,0,0
3,1,0,1,1,0,0,0,2,0,0,0,0,0,1
3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2,1,0,1,1,1,0,1,1,0,0,0,0,0,1
3,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,1,0,1,1,1,0,0,2,0,0,0,0,0,1
3,1,0,1,1,0,1,0,2,0,0,0,0,0,0
3,1,0,1,1,1,0,1,0,1,1,0,1,0,1
3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3,1,0,1,0,0,0,0,6,0,0,0,0,0,1
