"DomainLength","IsDomainIP","TLD","TLDLength","NoOfSubDomain","NoOfAmpersandInURL","HasTitle","HasFavicon","Robots","NoOfURLRedirect","NoOfSelfRedirect","NoOfPopup","NoOfiFrame","HasExternalFormSubmit","HasSubmitButton","HasHiddenFields","HasPasswordField","Bank","Pay","Crypto","NoOfCSS","NoOfEmptyRef","label"
14,0,96,3,1,0,1,1,0,1,1,0,2,0,1,1,0,0,1,0,12,0,1
15,0,96,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,96,3,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,26,29,1
46,0,335,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,0,367,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,11,1,1
16,0,221,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,96,3,1,0,1,1,1,0,0,0,16,0,1,1,0,0,0,0,2,2,1
13,0,96,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,0,180,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,75,2,1,0,1,1,0,0,0,0,19,0,1,1,1,1,1,0,26,11,1
19,0,170,2,2,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,16,28,1
14,0,242,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,0,205,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,242,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,345,2,2,0,1,0,1,1,0,0,4,0,0,0,0,0,0,0,3,0,1
20,0,152,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
15,0,96,3,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1
25,0,94,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,183,2,1,0,1,0,0,0,0,0,2,0,1,0,1,0,0,0,20,0,1
19,0,74,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,0,96,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0,248,2,1,0,1,0,1,0,0,0,6,0,1,1,0,0,1,0,7,5,1
28,0,96,3,1,0,1,0,0,0,0,0,3,0,1,1,0,0,0,0,28,0,1
33,0,45,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,96,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0,276,2,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,7,1,1
20,0,181,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,96,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
14,0,364,3,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,11,0,1
25,0,176,4,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2,2,1
17,0,128,2,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,23,1,1
15,0,96,3,1,0,1,1,0,1,1,0,2,0,1,1,0,1,1,0,8,19,1
13,0,270,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1
21,0,170,2,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,0
35,0,113,3,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
19,0,71,2,2,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,5,1,1
12,0,258,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1
17,0,345,2,2,0,1,1,0,0,0,0,2,0,1,1,0,0,0,0,2,5,1
28,0,96,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15,0,238,2,2,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,15,0,1
17,0,96,3,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
21,0,346,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,96,3,1,0,1,0,1,0,0,1,0,1,1,1,1,1,0,0,113,21,1
16,0,96,3,1,0,1,1,1,0,0,0,1,0,1,1,0,0,1,0,4,10,1
25,0,96,3,2,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,8,3,1
20,0,45,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,364,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,96,3,1,0,1,1,0,1,0,0,6,0,1,0,0,1,0,0,8,6,1
13,0,258,3,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,23,1,1
15,0,258,3,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,25,8,1
14,0,175,2,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,19,3,1
11,0,94,2,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,11,0,1
20,0,290,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,0,96,3,3,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
29,0,96,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,242,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,0,96,3,1,0,1,0,0,0,0,0,3,0,1,1,0,0,1,0,4,0,1
16,0,96,3,1,0,1,0,0,0,0,1,2,0,1,1,0,0,0,0,1,2,1
19,0,88,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,96,3,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,7,4,1
13,0,242,3,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,16,0,1
25,0,96,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0,128,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,1
34,0,40,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0,352,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,112,2,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,17,1
6,0,216,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,96,3,2,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,5,0,0
17,0,349,2,2,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,28,1,1
76,0,96,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,253,2,2,0,1,1,1,0,0,0,3,0,0,1,1,0,0,0,16,0,1
17,0,96,3,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,20,1,1
23,0,136,2,1,0,1,1,1,0,0,0,7,0,0,0,0,0,0,0,41,4,1
66,0,96,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,0,91,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,258,3,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,24,3,1
25,0,136,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,242,3,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,10,0,1
34,0,242,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
29,0,258,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,1
20,0,96,3,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,33,0,1
16,0,96,3,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,11,0,1
27,0,258,3,1,0,1,1,0,1,0,1,6,0,1,1,0,0,1,0,5,5,1
24,0,96,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1
13,0,159,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12,0,112,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,1
23,0,96,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,345,2,3,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,7,0,1
46,0,206,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,159,2,2,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,22,20,1
9,0,136,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,223,3,2,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,1
20,0,96,3,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,7,30,1
12,1,10,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,96,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,96,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1
25,0,96,3,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,3,0,1
17,0,36,4,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,35,5,1
22,0,258,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,110,2,1,0,1,1,1,0,0,0,5,0,1,1,0,0,0,0,9,2,1
35,0,242,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,0,96,3,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
26,0,96,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,364,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0,96,3,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,0,6,2,0
21,0,96,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
43,0,113,3,2,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,2,0,0
17,0,110,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,0,96,3,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0,298,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,0,335,3,3,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0
30,0,96,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
28,0,96,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,56,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
14,0,75,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,132,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,180,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,0,96,3,1,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,5,0,1
16,0,335,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,221,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,0,96,3,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,10,0,1
23,0,96,3,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,5,0,1
13,0,258,3,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,5,0,1
23,0,96,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,96,3,1,0,1,1,1,0,0,0,1,0,1,1,0,1,1,0,9,0,1
13,0,139,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
13,0,96,3,1,0,1,1,1,0,0,0,2,0,0,1,0,0,1,0,26,0,1
12,0,258,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
23,0,258,3,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,46,1,1
21,0,96,3,1,0,1,0,0,0,0,0,2,0,1,1,0,0,1,0,2,2,1
24,0,136,2,1,0,1,1,1,1,0,1,2,0,1,1,0,0,0,0,9,0,1
46,0,96,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,96,3,1,0,1,1,0,1,0,0,21,0,1,1,1,1,1,0,9,1,1
15,0,45,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,96,3,1,0,1,0,0,0,0,0,3,0,0,1,1,0,1,0,5,0,1
22,0,96,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1
30,0,176,4,1,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,13,1,1
23,0,96,3,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,6,0,1
20,0,289,2,1,0,1,1,0,0,0,0,247,1,1,1,1,1,1,0,3,0,1
17,0,182,2,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,10,4,1
30,0,96,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,175,2,2,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,11,20,1
23,0,96,3,1,0,1,0,0,0,0,0,2,0,1,1,0,0,0,0,5,0,1
15,0,270,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,147,6,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,2,5,1
21,0,96,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,168,2,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,2,1,1
24,0,96,3,1,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,3,0,1
21,0,96,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14,0,96,3,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,5,11,1
25,0,50,2,3,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,6,14,1
15,0,258,3,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,4,0,1
26,0,96,3,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,2,0,1
20,0,290,2,2,0,1,0,0,0,0,0,4,0,0,1,0,0,0,0,19,9,1
16,0,258,3,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,10,5,1
25,0,45,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20,0,90,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,0,112,2,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,3,1,1
19,0,96,3,1,0,1,1,1,0,0,0,12,0,0,0,0,0,1,0,7,0,1
27,0,45,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,150,3,2,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,3,4,1
42,0,94,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
12,0,73,2,1,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,5,1,1
41,0,96,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,96,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
12,0,96,3,1,0,1,1,0,0,0,0,5,0,0,0,0,1,0,0,1,0,1
19,0,96,3,1,0,1,0,1,0,0,5,0,0,1,1,0,0,1,0,14,0,1
15,0,96,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,12,11,1
22,0,345,2,2,0,1,0,1,0,0,0,2,0,1,1,0,0,0,0,9,0,1
17,0,65,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,96,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,170,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0,96,3,1,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,25,2,1
14,0,251,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,96,3,1,0,1,0,0,0,0,0,4,0,0,1,0,0,1,0,5,1,1
22,0,237,2,2,0,1,1,0,0,0,0,3,0,1,1,0,0,0,0,42,0,1
18,0,190,2,2,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,2,0,1
14,0,258,3,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,3,1,1
7,0,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,0,50,2,2,0,1,1,1,0,0,0,2,0,0,1,0,0,0,0,27,2,1
13,0,180,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
20,0,258,3,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,18,0,1
24,0,258,3,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,6,7,1
15,0,335,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18,0,176,4,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1
27,0,258,3,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
17,0,96,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0,94,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0,96,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,0,96,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,332,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,45,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
34,0,45,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,0,96,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
15,0,228,4,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,2,0,1
18,0,94,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,0,96,3,1,0,1,1,0,0,0,0,3,0,1,0,0,1,0,0,9,0,1
26,0,258,3,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
20,0,345,2,2,0,1,1,0,0,0,0,2,0,1,1,0,0,0,0,2,0,1
18,0,96,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,0,45,3,1,0,1,0,1,0,0,0,2,0,0,1,1,0,0,0,0,0,0
16,0,345,2,2,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,1,0,1
19,0,337,2,2,0,1,1,1,1,0,0,4,0,1,1,0,0,1,0,18,0,1
19,0,93,2,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,1
20,0,71,2,2,0,1,1,1,1,0,0,2,0,1,1,1,0,1,0,16,1,1
21,0,242,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1
20,0,345,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1
73,0,205,4,2,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0
22,0,96,3,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,10,4,1
22,0,96,3,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
20,0,345,2,2,0,1,1,0,0,0,0,8,0,0,0,0,0,1,0,6,0,1
25,0,242,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,96,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0,136,2,1,0,1,1,1,1,0,0,3,1,1,1,0,0,1,0,1,3,1
24,0,96,3,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,4,0,1
25,0,96,3,1,0,1,0,0,0,0,0,19,0,1,1,1,1,1,0,2,0,1
20,0,290,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,65,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
28,0,93,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19,0,96,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1
14,0,96,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,3,2,1
18,0,96,3,1,0,1,1,0,0,0,0,12,0,1,1,1,0,0,1,5,0,1
24,0,96,3,1,0,1,1,0,0,0,0,20,0,1,1,1,1,1,0,9,2,1
22,0,96,3,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,34,31,1
25,0,290,2,2,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,4,0,0
17,0,94,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,0,345,2,2,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,3,0,1
30,0,94,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,0,258,3,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,6,0,1
23,0,96,3,1,0,1,1,1,0,0,0,5,0,0,0,0,0,0,0,15,5,1
27,0,96,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,96,3,1,0,1,1,0,1,1,0,2,0,0,0,0,0,0,0,1,0,0
14,0,93,2,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,19,0,1
4,0,170,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,136,2,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0
32,0,96,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,221,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,0,96,3,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,47,7,1
15,0,96,3,1,0,1,1,0,1,1,0,2,0,0,0,0,0,0,0,1,0,0
27,0,345,2,2,0,1,0,1,0,0,0,7,0,1,0,0,0,0,0,8,0,1
22,0,96,3,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,9,9,1
19,0,96,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,242,3,1,0,1,1,1,0,0,0,19,0,1,1,1,1,1,0,7,4,1
15,0,96,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
21,0,96,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,90,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,45,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,242,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1
14,0,112,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,270,2,1,0,1,1,0,0,0,0,18,0,1,1,0,0,0,0,2,50,1
17,0,96,3,1,0,1,1,1,1,0,0,5,0,0,0,0,0,0,0,5,3,1
16,0,96,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,0,96,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
43,0,113,3,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,0
19,0,346,2,2,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,34,0,1
18,0,96,3,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,5,1
29,0,180,2,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0
16,0,269,2,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
17,0,96,3,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,11,0,1
25,0,282,2,2,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,3,10,0
7,0,180,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,180,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,96,3,1,0,1,0,1,1,0,0,23,0,1,1,1,1,1,0,6,5,1
19,0,258,3,1,0,1,1,0,0,0,0,4,0,0,0,0,1,0,0,2,0,1
9,0,276,2,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,9,11,1
74,0,205,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0,136,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,0,96,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,187,2,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,20,0,1
20,0,345,2,2,0,1,1,1,0,0,0,4,0,1,1,0,0,0,0,5,1,1
11,0,276,2,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,9,3,1
19,0,345,2,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,19,3,1
19,0,112,2,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,17,9,1
23,0,96,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,17,1,1
17,0,96,3,1,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,15,0,1
10,0,117,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,96,3,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,3,0,0
44,0,180,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0,96,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,96,3,1,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,6,1,1
33,0,96,3,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
23,0,183,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,96,3,1,0,1,1,0,0,0,0,4,0,1,1,0,0,0,0,8,3,1
21,0,258,3,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,3,0,1
18,0,96,3,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
17,0,341,2,2,0,1,0,0,0,0,2,2,0,1,1,0,0,0,0,4,3,1
19,0,96,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,96,3,1,0,1,0,0,0,0,0,3,0,1,1,0,0,1,0,87,1,1
14,0,96,3,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,20,58,1
22,0,96,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,0,96,3,1,0,1,1,1,0,0,0,2,1,1,1,1,1,1,0,2,5,1
15,0,96,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
20,0,96,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,0,290,2,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0
38,0,302,4,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
23,0,345,2,3,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,9,1,1
15,0,258,3,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,8,0,1
24,0,96,3,1,0,1,0,1,0,0,0,2,0,1,1,0,0,0,0,1,0,1
36,0,96,3,2,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0
