"HasSubmitButton","HasHiddenFields","HasPasswordField","Bank","Pay","Crypto","NoOfCSS","NoOfEmptyRef","label"
0,1,0,1,0,0,4,3,1
1,1,0,0,1,0,3,0,1
1,0,0,0,0,0,8,0,1
0,1,0,0,0,0,14,3,1
1,1,0,0,0,0,23,2,1
0,0,0,0,0,0,5,0,1
1,1,0,0,0,0,3,2,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,18,0,1
1,1,0,0,0,0,5,0,1
1,1,1,0,0,0,6,0,1
1,1,0,0,0,0,5,0,1
0,1,0,1,1,0,3,0,0
0,1,0,0,1,0,6,0,1
1,1,0,0,1,0,5,0,1
0,1,0,1,1,0,1,1,1
0,0,0,0,0,0,8,1,1
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,2,0,1
0,1,0,0,0,0,3,1,1
0,1,0,0,0,0,12,8,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0
1,1,0,0,0,0,2,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,0,0,1,0,13,13,1
1,0,0,0,0,0,67,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,5,0,1
1,1,0,0,0,0,1,0,1
0,0,0,1,1,0,4,0,1
0,0,0,0,0,0,0,0,0
1,1,0,1,1,1,2,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,2,0,0
0,1,0,0,0,0,0,0,0
1,1,1,1,1,0,7,2,1
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,7,1,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,3,0,1
0,0,0,0,0,0,0,0,0
1,1,1,0,0,0,7,0,1
0,0,0,0,0,0,8,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,5,4,1
0,0,0,0,0,0,14,2,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,1,1,1,1,0,2,0,1
1,1,0,1,1,0,5,0,1
0,0,0,0,0,0,1,0,1
1,0,0,0,0,0,3,6,1
1,1,0,1,1,0,6,0,1
1,1,0,0,1,0,4,0,1
0,0,0,0,1,0,6,10,1
0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,10,3,1
1,1,0,0,1,0,6,8,1
1,1,0,0,0,0,19,8,1
0,1,0,1,1,0,22,2,1
0,0,0,0,0,0,3,0,1
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,15,5,1
0,0,0,0,0,0,11,1,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,5,1,1
0,0,0,0,1,0,4,0,1
1,0,1,1,1,0,4,0,1
1,0,0,0,1,1,5,0,1
1,0,0,0,1,0,22,0,1
1,1,0,0,0,0,3,3,0
0,0,0,0,0,0,0,0,0
1,1,0,0,1,0,48,0,1
0,1,0,0,0,0,27,2,1
1,1,1,1,1,0,3,12,1
1,1,0,0,0,0,6,0,1
0,1,0,0,0,0,0,0,0
1,1,0,0,0,0,9,1,1
1,1,0,0,0,0,6,0,1
1,0,0,0,0,0,1,0,0
1,1,0,0,1,0,9,54,1
1,1,0,0,1,1,2,0,1
1,1,0,1,1,1,8,0,1
0,0,0,0,0,0,0,0,0
0,1,1,0,1,0,0,1,0
1,1,1,1,1,0,8,0,1
0,0,0,0,1,0,10,1,1
1,0,0,0,0,0,15,0,1
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,15,2,1
0,0,0,0,0,0,7,0,1
1,1,1,0,0,0,7,0,1
0,1,0,0,0,0,16,0,1
0,1,0,1,0,0,6,1,1
0,0,0,0,0,0,0,0,0
1,1,0,1,0,1,11,5,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,16,1,1
0,0,0,0,0,0,2,0,1
0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,3,0,1
0,0,0,0,1,0,2,1,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,1,0,1,1,0,3,0,0
0,0,0,0,0,0,2,0,1
0,0,0,0,1,0,41,0,1
1,1,0,0,0,0,2,0,0
0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,2,0,0
1,1,0,0,0,0,7,0,1
1,0,0,0,0,0,1,3,1
0,0,0,0,0,0,6,0,1
1,0,0,0,0,0,19,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,0,0,1,0,11,0,1
0,0,0,0,0,0,0,0,0
1,1,0,0,1,0,13,0,1
1,1,0,0,0,0,2,0,0
0,0,0,0,0,0,0,0,0
1,1,1,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0
1,1,0,0,1,0,1,1,1
0,0,0,0,0,0,1,0,1
1,0,0,0,0,0,6,0,1
0,1,0,0,0,0,4,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0
1,1,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,10,2,1
0,0,0,0,0,0,4,3,1
1,0,0,0,0,0,1,0,0
1,0,0,1,0,0,3,10,1
0,0,0,0,1,0,5,3,1
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,1,0,1
1,1,0,0,0,0,22,10,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2,1,1
1,0,0,0,0,0,10,0,1
0,0,0,0,0,0,0,0,0
1,1,0,0,1,1,20,6,1
0,0,0,0,0,0,0,0,0
1,1,0,0,1,0,1,0,1
0,0,0,0,0,0,0,0,0
0,1,0,1,1,0,3,0,0
0,1,0,0,0,0,4,1,1
1,1,0,0,1,0,1,0,1
1,1,0,0,0,0,5,3,1
0,0,0,0,0,0,0,0,0
1,1,0,1,1,0,1,0,0
1,0,0,0,1,0,1,0,1
1,0,0,0,0,0,7,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,5,0,1
0,0,0,0,0,0,1,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,1
1,1,0,0,0,0,1,2,1
0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,2,0,1
0,0,0,0,0,0,0,0,0
1,1,1,1,1,0,2,0,1
0,0,0,0,0,0,0,0,0
1,1,1,1,0,0,1,0,1
1,0,0,1,0,0,3,15,1
0,0,0,0,0,0,0,0,0
1,1,0,0,1,0,3,2,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,0,1,1,1,0,122,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,17,4,1
0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,3,0,0
1,1,1,1,1,0,8,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,1,0,1
0,0,1,0,0,0,3,0,0
0,1,0,0,0,0,31,0,1
1,1,0,0,0,0,29,4,1
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,4,1,1
1,1,0,1,1,0,59,1,1
0,0,0,0,0,0,3,0,1
1,1,0,0,0,0,10,0,1
1,1,1,0,1,0,4,0,1
0,0,0,0,0,0,1,0,1
1,0,0,0,0,0,1,98,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,0,0,1,0,36,1,1
0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,8,1,1
0,0,0,0,0,0,0,0,0
1,1,1,1,1,0,7,9,1
1,1,0,0,1,0,1,10,1
0,0,0,0,0,0,1,0,0
1,1,1,1,1,0,3,0,1
0,1,0,0,1,0,4,0,0
0,0,0,0,1,0,1,0,1
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,9,6,1
0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,27,1,1
1,0,1,0,1,0,16,0,1
0,1,0,0,1,1,6,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,3,0,1
0,0,0,0,0,0,2,0,0
1,1,1,0,1,1,11,0,1
1,0,0,0,1,0,5,1,1
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,87,0,1
1,0,0,0,0,0,3,10,1
0,0,0,0,0,0,1,0,1
1,1,0,0,1,0,6,2,1
1,0,0,1,0,1,4,0,1
0,0,0,0,0,0,3,0,1
1,1,0,0,1,0,12,0,1
0,1,0,0,0,0,12,7,1
1,1,0,0,0,0,1,1,1
0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,11,0,1
0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,1,7,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,1,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,1,0,0
1,0,0,0,0,0,1,0,0
0,1,0,1,0,0,3,0,1
0,0,0,0,0,0,10,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,1
1,1,0,0,1,0,9,4,1
0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,30,7,1
1,1,0,0,0,0,7,5,1
1,1,0,0,0,0,28,0,1
1,1,0,0,1,1,22,29,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,0,0,1,0,7,1,1
1,0,0,0,1,0,1,0,1
0,0,0,0,0,0,6,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,14,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,1
0,1,0,0,0,0,1,0,0
1,1,0,0,0,0,33,1,1
0,0,0,0,0,0,0,0,0
1,1,1,1,1,0,8,2,1
1,1,0,0,0,0,3,0,1
0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,20,0,1
1,0,0,0,0,0,29,29,1
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,6,3,1
0,1,0,0,0,0,10,3,1
0,0,0,0,0,0,0,0,0
1,1,0,0,0,1,8,2,1
0,1,0,1,1,0,3,0,0
1,0,1,0,0,0,0,0,0
0,0,0,0,0,0,2,0,0
1,1,0,1,1,0,6,0,1
0,1,0,0,0,0,15,0,1
1,0,1,0,1,0,0,1,0
1,0,0,0,0,0,3,0,1
0,0,0,0,0,0,3,0,1
1,1,0,0,0,0,19,3,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,1,0,1,0,15,9,1
0,1,0,0,0,0,1,3,1
1,0,0,0,0,0,14,7,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,0,0,1,0,1,0,1
0,1,0,0,0,0,9,0,1
1,1,0,0,0,0,2,1,1
1,0,0,0,0,0,6,0,1
0,0,1,1,0,0,6,0,0
1,1,0,0,0,0,9,1,1
1,1,0,1,0,0,10,0,1
1,1,0,0,0,0,4,0,1
0,0,0,0,1,0,13,0,1
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,5,0,1
0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,4,2,1
1,1,0,0,0,0,1,0,1
0,1,0,1,1,0,3,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,6,3,1
0,0,0,1,1,0,1,0,1
0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0
1,0,0,0,0,0,6,1,1
0,0,0,0,0,0,0,0,0
0,1,0,0,1,0,4,2,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,3,1
1,1,0,0,0,0,38,2,1
0,1,0,0,0,0,1,1,1
1,0,0,0,0,0,3,0,1
0,0,0,0,0,0,3,0,1
1,1,0,0,0,0,3,6,1
0,0,0,0,0,0,2,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0
1,1,0,1,1,0,2,1,1
0,0,0,0,0,0,6,0,1
0,1,0,0,0,0,20,3,1
1,1,0,0,0,0,8,2,1
1,1,1,1,1,0,69,0,1
1,0,0,0,0,0,7,0,1
1,0,0,0,0,0,2,4,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2,0,0
1,1,1,0,1,0,25,35,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,10,0,1
0,0,0,0,0,0,8,0,1
1,1,0,0,0,0,15,1,1
1,1,0,0,0,0,7,0,1
0,0,0,0,0,0,12,2,1
0,0,0,0,0,0,0,0,0
1,1,0,0,1,0,19,0,1
1,0,0,0,0,0,7,5,1
1,1,0,0,0,0,14,2,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,0,0,0,1,0,3,0,1
0,0,0,0,0,0,2,3,1
1,1,0,0,0,0,4,0,1
1,1,0,1,0,0,5,2,1
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,9,1,1
1,1,0,1,1,0,1,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,0,0,1,0,1,4,0,1
0,0,0,0,0,0,1,0,1
1,1,1,1,1,0,1,0,1
0,1,0,0,1,0,9,0,1
0,0,0,0,0,0,0,0,0
1,1,0,1,0,0,1,2,1
1,1,0,1,0,0,0,7,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,4,1
1,1,0,1,1,0,21,0,1
0,0,0,0,0,0,0,0,0
1,0,0,1,1,0,2,1,1
0,0,0,0,0,0,0,0,0
1,1,0,1,0,0,7,0,1
1,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,19,0,1
0,0,0,0,0,0,0,0,0
1,1,0,0,1,0,36,2,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,0,1,0,0,1,0,1
0,0,0,0,0,0,5,15,1
0,0,0,0,0,0,1,0,0
1,0,0,0,1,0,15,8,1
0,0,0,0,0,0,3,2,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,1,0,1,1,0,3,0,0
1,1,0,0,0,0,14,10,1
0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,5,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2,0,1
1,1,0,0,0,0,2,1,1
0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,5,0,0
0,1,0,1,1,0,3,0,0
1,1,0,0,0,0,4,0,1
0,0,0,0,0,0,2,0,1
0,0,1,0,1,0,2,6,0
0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,6,2,1
0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,7,0,1
1,0,0,1,1,0,3,2,1
1,0,0,0,0,0,1,0,0
1,1,0,0,0,0,34,0,1
1,1,0,0,1,0,16,11,1
0,1,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,9,10,1
1,1,1,1,1,0,25,6,1
1,0,0,0,0,0,15,7,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2,3,1
1,1,0,0,1,0,16,0,1
0,0,0,0,0,0,0,0,0
