DomainLength,IsDomainIP,TLD,TLDLength,NoOfSubDomain,NoOfAmpersandInURL,HasTitle,HasFavicon,Robots,NoOfURLRedirect,NoOfSelfRedirect,NoOfPopup,NoOfiFrame,HasExternalFormSubmit,HasSubmitButton,HasHiddenFields,HasPasswordField,Bank,Pay,Crypto,NoOfCSS,NoOfEmptyRef,label
13,0,152,3,2,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,9,0,1
28,0,240,2,2,0,1,1,1,0,0,0,4,0,1,1,0,0,0,0,17,1,1
14,0,94,3,1,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0,33,1,1
17,0,42,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,1,0
22,0,88,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3,5,1
21,0,179,2,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,1,18,3,1
14,0,261,3,1,0,1,1,1,0,0,0,2,0,1,0,0,0,0,0,7,1,1
32,0,102,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,-2,0
21,0,91,3,1,0,1,0,1,0,0,1,3,0,1,1,0,0,0,0,18,-1,1
15,0,128,2,1,0,1,1,1,0,0,34,3,0,1,1,0,0,0,0,6,0,1
11,0,259,3,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2,8,1
13,0,116,2,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,8,3,1
19,0,336,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0
29,0,337,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-1,0
33,0,91,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18,0,98,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1
42,0,339,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
12,0,180,4,1,0,1,1,0,0,0,0,5,0,1,1,0,0,0,0,6,0,1
15,0,101,3,1,0,1,1,0,0,0,0,21,0,1,1,1,1,1,0,8,10,1
12,0,78,2,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,26,3,1
13,0,243,2,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,2,8,1
23,0,259,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,2,0
17,0,120,3,2,0,1,0,1,0,0,0,4,0,1,1,0,0,0,0,14,15,1
13,0,183,2,1,2,1,0,1,1,0,0,2,0,1,0,1,0,0,0,4,1,0
16,0,88,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,14,0,1
40,0,91,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,1,0
16,0,97,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,1
14,0,237,3,1,0,1,1,1,0,0,0,2,0,0,1,0,1,1,1,5,20,1
21,0,92,3,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1
22,0,108,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
30,0,96,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
20,0,241,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-2,0
16,0,95,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1
17,0,281,2,1,0,1,1,0,1,1,5,7,0,1,0,1,0,1,0,9,1,1
19,0,339,2,1,0,1,0,0,0,0,0,3,0,1,1,0,0,1,0,1,1,0
14,0,248,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-1,1
48,0,92,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0
38,0,244,3,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0
18,0,115,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0
19,0,98,3,1,0,1,1,0,0,0,0,19,0,1,1,1,1,1,0,3,-1,1
21,0,96,3,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,9,1,1
16,0,41,3,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,9,0,1
10,0,286,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,0,98,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
17,0,343,2,2,0,1,0,0,1,0,2,0,0,1,1,0,0,0,0,11,2,1
10,0,244,2,1,0,1,1,0,1,0,0,3,0,1,1,0,1,0,0,6,-1,1
28,0,100,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1
14,0,351,2,2,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,2,1,1
27,0,342,2,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,3,1,1
13,0,91,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
20,0,180,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0
29,0,253,3,1,0,1,1,0,0,0,0,8,0,1,1,0,1,1,0,5,2,1
29,0,285,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
28,0,91,3,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,33,-1,1
13,0,91,3,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,6,0,1
18,0,86,3,1,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,29,9,1
21,0,241,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
26,0,56,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
26,0,97,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
15,0,94,3,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,3,114,1
17,0,76,2,2,0,1,1,1,0,0,0,1,0,1,1,0,1,1,0,8,6,1
23,0,103,3,1,0,1,1,1,0,0,0,2,0,1,1,0,0,0,0,1,-2,1
27,0,98,3,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,4,1,1
27,0,94,3,1,0,1,0,0,0,0,3,0,0,0,1,0,0,1,0,13,4,1
18,0,240,3,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,14,-1,1
17,0,97,3,1,0,1,0,0,0,0,0,4,0,0,1,0,0,1,0,13,0,1
33,0,99,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0
20,0,97,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
10,0,63,3,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,3,0,0
21,0,97,3,1,0,1,1,1,0,0,0,2,0,1,1,1,0,1,0,16,1,1
20,0,261,3,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,18,3,1
37,0,42,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-2,0
20,0,99,3,1,0,1,1,1,0,0,0,3,0,1,0,0,0,1,0,5,6,1
24,0,95,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-4,-2,0
21,0,157,3,3,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,5,17,1
21,0,98,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
10,0,347,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,101,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0
26,0,291,2,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,7,1,1
13,0,217,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0
20,0,93,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,-2,0,0
24,0,83,2,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,9,14,1
77,0,106,3,2,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
26,0,96,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0
31,0,44,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0
25,0,97,3,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,9,2,1
28,0,47,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0
23,0,94,3,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,14,0,1
15,0,365,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
47,0,92,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18,0,100,3,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,14,8,1
39,0,40,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-3,0,0
14,0,105,3,1,0,1,0,1,0,0,0,2,0,1,1,0,1,1,0,2,3,1
27,0,97,3,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,14,1,1
28,0,98,3,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,7,6,1
18,0,93,3,1,0,1,0,0,0,0,0,2,0,0,0,0,0,1,1,-1,1,1
16,0,66,2,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,14,0,1
14,0,113,2,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,1
14,0,122,3,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,1
15,0,243,3,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,13,7,1
18,0,98,3,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,5,1
27,0,42,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
16,0,237,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
3,0,169,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0
26,0,94,3,1,0,1,1,0,0,0,0,2,0,1,1,0,0,0,0,12,1,1
27,0,98,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
28,0,257,3,1,0,1,1,1,0,0,0,3,0,1,1,0,0,1,0,5,4,1
16,0,358,4,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,2,-1,0
17,0,98,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
19,0,261,3,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,5,3,1
16,0,255,3,1,0,1,0,1,0,0,0,8,0,0,1,0,0,1,0,34,7,1
22,0,341,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,28,3,1
13,0,92,3,1,0,1,0,1,1,1,0,5,1,1,1,1,0,1,0,34,23,1
14,0,91,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
20,0,54,2,3,0,1,0,1,0,0,6,3,1,1,0,0,0,0,0,7,0,1
11,0,95,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-2,0
12,0,258,3,1,0,1,0,0,0,0,0,8,1,1,1,0,0,0,0,5,0,1
32,0,253,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
29,0,259,3,1,0,1,0,1,0,0,0,11,0,1,1,1,0,1,0,13,14,1
18,0,348,2,2,0,1,1,1,0,0,0,4,0,1,1,0,1,0,0,17,0,1
18,0,362,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
14,0,96,3,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,36,16,1
38,0,245,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0
16,0,248,3,1,0,1,1,1,0,0,0,3,0,0,1,0,0,0,1,7,0,1
19,0,95,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0
31,0,97,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0
20,0,94,3,1,0,1,1,1,0,0,1,64,0,1,0,0,0,1,0,7,-1,1
23,0,96,3,1,0,1,1,0,0,0,0,6,1,1,1,0,0,0,0,0,0,1
17,0,97,3,1,0,1,1,0,1,1,0,17,0,1,0,0,0,0,0,22,5,1
16,0,99,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-2,1
15,0,104,3,1,0,1,0,1,0,0,0,2,0,1,1,1,0,1,0,2,0,1
14,0,285,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
34,0,57,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
23,0,93,3,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,5,2,1
22,0,76,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0
19,0,96,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0
16,0,124,3,2,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,6,0,1
28,0,94,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
22,0,257,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0
27,0,90,3,1,0,1,0,1,0,0,4,0,0,1,1,1,0,0,0,10,2,1
25,0,312,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
19,0,254,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0
33,0,367,3,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,93,3,1,0,1,0,0,0,0,0,19,0,1,1,1,1,1,0,12,114,1
18,0,259,3,1,0,1,1,0,1,0,0,4,0,0,0,0,0,1,0,0,-1,1
19,0,107,2,1,0,1,0,1,0,0,-1,0,0,1,1,0,0,0,0,1,10,1
18,0,94,3,1,0,1,1,0,0,0,2,1,0,1,1,0,1,0,0,5,0,1
17,0,102,3,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5,-1,1
20,0,103,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,0
33,0,43,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
13,0,118,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,1
41,0,358,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,1,0
20,0,94,3,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,14,1,1
24,0,97,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0
21,0,99,3,1,0,1,1,0,0,0,0,19,0,1,1,1,1,1,0,4,741,1
23,0,256,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1
12,0,122,3,1,0,1,0,0,0,0,0,2,0,1,0,0,0,1,0,6,5,1
14,0,343,2,2,0,1,1,0,0,0,0,3,0,1,1,0,0,0,0,4,0,1
29,0,96,3,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,3,0,0
16,0,181,2,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,15,5,1
18,0,97,3,1,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1,16,13,1
18,0,274,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,-1,0
20,0,137,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,8,2,1
18,0,100,3,1,0,1,0,1,0,0,0,-1,0,0,1,0,0,1,0,18,2,1
29,0,97,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,-1,1
31,0,328,3,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,-1,0
20,0,97,3,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,15,6,1
15,0,226,3,2,0,1,1,1,1,0,1,9,0,0,1,0,0,1,0,5,0,1
20,0,88,3,1,0,1,1,1,1,0,1,5,1,1,1,0,0,0,0,13,5,1
20,0,88,3,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,3,2,1
15,0,290,2,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,8,1,1
31,0,223,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0,99,3,1,0,1,0,1,0,0,0,19,0,1,1,1,1,1,0,4,0,1
72,0,201,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
47,0,93,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,0,0
14,0,84,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0
18,0,146,3,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,9,0,1
23,0,95,3,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,3,-1,1
41,0,249,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,-1,0
21,0,100,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,13,1
13,0,88,3,1,0,1,1,0,0,0,0,3,0,1,0,0,1,1,0,3,1,1
35,0,96,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0
23,0,95,3,1,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,15,2,1
18,0,43,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
19,0,186,2,1,0,1,0,0,0,0,5,3,0,1,0,0,0,0,0,6,-1,1
38,0,94,3,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,2,25,1
25,0,299,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,0
17,0,245,3,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,44,16,1
12,0,99,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,98,3,1,0,1,0,0,1,1,0,5,0,1,1,0,0,1,0,34,3,1
26,0,165,2,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0
25,0,99,3,1,0,1,1,0,0,0,2,1,0,1,1,0,0,0,0,4,-1,1
14,0,180,2,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,4,3,1
18,0,93,3,1,0,1,1,0,0,0,2,17,0,1,1,0,1,1,0,8,0,1
16,0,91,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
19,0,252,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,2,1,0
19,0,251,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,7,2,1
18,0,266,3,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,46,1,1
13,0,186,2,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,5,0,1
24,0,100,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,0
25,0,98,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21,0,244,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-1,0
18,0,173,2,1,0,1,1,0,0,0,0,3,0,0,0,0,0,1,0,18,24,1
20,0,95,3,1,0,1,1,0,0,0,0,19,0,1,0,1,1,1,0,13,4,1
47,0,89,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0
34,0,99,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0,93,3,1,0,1,1,0,0,0,2,5,0,1,1,0,0,0,0,17,5,1
14,0,127,2,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
16,0,113,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,13,-1,1
13,0,74,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1
26,0,246,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0
18,0,45,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,0
11,0,130,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,0,300,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0
27,0,96,3,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,4,0,1
25,0,99,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,0,94,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,125,3,1,0,1,1,1,0,0,0,4,0,1,1,0,0,0,0,5,-1,1
18,0,339,2,2,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,6,17,1
26,0,98,3,4,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,5,3,0
24,0,98,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,-2,1
76,0,89,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,0,90,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,102,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,13,9,1
7,0,181,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0
23,0,367,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
13,0,101,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
19,0,89,3,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,28,0,1
21,0,92,3,1,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,4,1
23,0,101,3,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,30,2,1
29,0,95,3,1,0,1,1,1,1,0,1,3,0,1,1,0,0,1,0,12,10,1
7,0,177,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
16,0,357,4,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,4,1,0
32,0,97,3,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11,0,96,3,1,0,1,1,0,1,1,31,0,0,1,1,1,1,1,0,2,0,1
22,0,94,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
42,0,102,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
49,0,94,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14,0,97,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
23,0,97,3,1,0,1,0,0,1,0,2,-1,0,0,1,0,0,0,0,19,-1,1
21,0,90,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1
18,0,48,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0
14,0,99,3,1,0,1,1,0,0,0,0,2,0,1,1,1,0,0,0,10,3,1
17,0,41,3,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,8,2,1
10,0,250,2,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,5,-1,1
21,0,96,3,1,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,18,0,1
22,0,251,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-1,0
22,0,75,2,2,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,7,0,1
26,0,288,2,2,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,6,3,0
16,0,93,3,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,6,0,1
21,0,89,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8,0,302,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,1,0
18,0,342,2,2,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,3,-2,1
16,0,269,2,2,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,15,15,1
19,0,267,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
15,0,92,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
23,0,146,3,1,0,1,1,0,1,0,1,2,0,0,1,0,0,0,0,9,3,1
16,0,344,2,2,0,1,1,0,0,0,0,4,0,1,1,0,0,1,0,4,3,1
14,0,250,3,1,0,1,1,0,0,0,0,2,0,1,1,0,0,0,0,17,-2,1
24,0,90,3,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,31,0,1
18,0,257,3,1,0,1,0,1,0,0,0,7,0,1,1,0,0,0,0,8,1,1
14,0,100,3,1,0,1,1,0,1,0,0,3,0,1,1,1,1,1,0,1,4,1
17,0,88,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
15,0,136,2,1,0,1,1,0,0,0,0,5,0,1,0,0,0,0,0,7,1,1
20,0,102,3,1,0,1,0,0,1,0,0,19,0,1,1,1,1,1,0,7,2,1
22,0,91,3,1,0,1,1,1,0,0,0,19,0,1,1,1,1,1,0,1,2,1
16,0,85,3,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
18,0,101,3,1,0,1,1,0,1,1,0,19,0,1,1,1,1,1,0,1,5,1
12,0,246,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
16,0,356,4,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,-1,0
24,0,96,3,1,0,1,1,1,0,0,0,4,0,0,0,0,0,0,0,1,14,1
13,0,100,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
30,0,115,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0
17,0,73,2,2,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,12,1,1
27,0,268,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
27,0,94,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
39,0,241,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,0,95,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,46,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
16,0,238,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0
43,0,113,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0
25,0,301,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0
15,0,173,2,2,0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,27,0,1
20,0,98,3,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,-1,0
27,0,95,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,0
11,0,244,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,1,0
8,0,182,2,0,0,1,0,0,0,0,0,5,0,1,1,1,1,0,0,7,2,0
22,0,91,3,1,0,0,1,0,0,0,0,2,0,1,0,0,0,1,0,11,0,0
14,0,181,2,2,0,1,0,0,0,0,0,3,0,1,1,0,0,0,0,2,0,1
18,0,105,3,1,0,1,1,1,0,0,0,1,1,1,1,0,0,1,0,42,5,1
21,0,119,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
17,0,97,3,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,19,1,1
26,0,40,3,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,2,0,0
14,0,140,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,-2,0,0
20,0,173,2,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,5,2,1
31,0,44,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
11,0,129,3,1,0,1,1,0,0,0,0,3,0,0,1,0,0,1,0,11,13,1
20,0,107,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5,1,1
