DomainLength,IsDomainIP,TLD,TLDLength,NoOfSubDomain,NoOfAmpersandInURL,LineOfCode,HasTitle,HasFavicon,Robots,IsResponsive,NoOfURLRedirect,NoOfSelfRedirect,NoOfPopup,NoOfiFrame,HasExternalFormSubmit,HasSubmitButton,HasHiddenFields,HasPasswordField,Bank,Pay,Crypto,NoOfImage,NoOfCSS,NoOfJS,NoOfEmptyRef,label
49,0,224,3,1,1,4325,1,0,0,1,0,0,2,0,0,1,0,0,0,0,0,66,0,0,32,0
12,0,181,3,1,0,3743,1,1,0,1,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1
21,0,155,3,2,0,2,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,94,60,3,27,1
37,0,208,3,2,0,9200,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,60,22,0,0
19,0,349,2,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,16,9,0,0
43,0,222,3,1,0,2,1,0,0,1,0,0,2,9,0,0,0,0,0,0,0,68,14,0,47,0
24,0,41,3,1,0,1327,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,65,0,41,22,1
18,0,19,3,1,0,2,1,0,0,0,0,0,0,2,1,0,0,0,1,1,0,57,36,0,4,1
23,0,248,3,2,0,10644,1,1,0,1,1,0,4,0,0,1,1,0,0,1,0,58,0,5,0,1
23,0,157,3,1,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,33,0,4,8,0
33,0,243,3,1,0,6636,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,16,11,0,0
35,0,298,2,2,0,2,1,1,0,1,1,0,2,7,0,1,0,0,0,1,0,104,17,11,11,1
30,0,153,3,1,0,5168,1,1,1,1,0,0,3,0,0,0,0,0,0,1,0,176,0,0,10,1
28,0,15,2,2,1,2841,1,1,0,1,0,0,0,5,0,0,0,0,1,1,0,0,24,0,0,1
30,0,56,3,1,0,13552,1,0,0,1,0,0,9,2,0,0,1,0,0,0,0,0,0,17,40,1
4,0,216,2,2,0,1204,1,0,0,1,1,0,6,4,0,0,0,0,1,0,0,42,0,2,0,0
41,0,202,2,1,0,2,0,1,0,1,0,0,2,5,0,1,1,0,0,0,0,53,19,13,0,0
34,0,205,3,2,0,6897,1,0,0,1,0,0,4,0,0,1,1,1,0,0,0,28,0,44,0,1
20,0,126,3,1,0,1352,1,0,0,0,0,0,5,4,0,1,0,0,0,1,0,116,0,16,32,1
20,0,197,3,0,0,5207,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,30,2,0,0,0
4,0,125,2,1,0,2,1,0,0,1,1,0,3,4,0,1,1,0,1,1,0,47,20,2,9,0
23,0,26,4,1,0,2,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,7,11,18,0,1
19,0,80,3,2,0,5171,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,26,27,4,2,1
36,0,59,3,1,0,5855,1,0,0,0,0,0,0,7,1,0,0,0,1,0,0,0,16,5,0,0
15,0,197,3,1,0,2,0,1,0,1,1,0,0,5,0,0,0,0,0,1,0,0,2,0,0,0
17,0,278,3,2,0,2,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,47,36,18,0,0
13,0,7,3,1,0,3713,1,0,1,1,1,0,0,4,0,1,0,0,0,1,0,0,0,10,0,1
16,0,105,2,3,0,2,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,17,0,12,2,1
20,0,301,3,1,0,4250,1,1,0,0,1,0,3,0,0,0,0,0,0,0,0,17,21,19,0,1
23,0,238,2,1,0,2,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,25,15,0,0
40,0,2,4,2,0,8776,1,1,0,1,1,0,2,0,0,1,0,0,0,1,0,0,11,19,27,0
19,0,159,2,2,0,3699,1,0,0,0,0,0,5,2,0,0,0,0,0,0,0,56,0,0,0,0
18,0,155,4,0,0,7679,1,0,0,0,0,0,3,3,0,0,0,0,1,0,0,12,25,13,5,0
25,0,283,2,1,0,1869,1,0,1,0,0,0,9,0,0,0,0,0,1,0,0,134,0,3,21,1
17,0,84,3,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,0
38,0,90,3,1,0,2,1,1,0,1,0,0,1,2,0,1,0,0,0,0,0,0,52,14,0,1
34,0,173,2,1,0,2,1,1,0,1,0,0,0,7,0,1,1,1,0,0,0,0,0,0,35,0
18,0,48,3,0,0,2,1,0,0,1,1,0,6,0,0,1,1,0,0,1,0,64,32,7,0,1
14,0,179,3,3,0,2,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,41,0,12,1
28,0,37,2,0,0,2,1,1,0,1,0,0,2,2,0,1,0,0,0,1,0,0,0,0,1,0
32,0,2,2,2,0,5888,0,0,1,0,0,0,2,4,0,1,0,0,0,0,0,13,0,25,23,1
33,0,320,3,2,1,4548,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,130,46,18,0,1
42,0,95,2,1,0,8388,1,0,0,0,0,0,0,3,0,1,0,0,0,1,0,16,0,0,0,1
11,0,161,3,2,0,3939,1,0,0,0,0,0,3,0,0,1,1,0,1,1,0,21,0,23,16,0
4,0,100,3,1,0,2,1,0,1,1,0,0,3,0,0,0,1,0,0,0,0,26,78,0,0,1
13,0,25,2,1,0,2,1,1,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,33,1
38,0,106,3,1,0,2,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,38,42,0,26,1
25,0,126,4,1,0,4262,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,1
39,0,2,3,2,0,2,1,0,1,1,0,0,2,4,0,0,0,0,0,0,0,6,38,10,0,1
13,0,368,4,1,0,2,1,0,0,0,0,0,7,0,0,1,0,0,0,0,0,19,0,33,0,1
17,0,2,3,1,0,2,1,0,0,0,0,0,2,1,0,1,1,0,0,0,0,86,34,41,35,1
24,0,170,4,1,1,2238,1,1,0,0,0,0,0,6,0,0,0,0,0,0,0,11,40,21,22,0
29,0,123,3,0,0,3458,1,0,0,1,0,0,1,4,0,0,0,0,0,1,0,55,0,15,12,1
23,0,222,4,0,0,14392,1,1,1,1,0,0,1,3,0,0,1,0,0,0,0,51,0,26,0,0
11,0,81,3,1,0,2,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,20,25,41,1
19,0,136,2,2,0,2,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,30,5,1
35,0,198,2,1,0,2516,1,0,1,1,0,0,0,4,0,1,1,0,0,0,0,65,0,21,4,1
8,0,157,2,1,0,4336,1,0,1,0,0,0,0,11,0,1,0,0,1,0,0,124,1,0,6,1
25,0,152,2,1,0,2,1,1,0,1,0,0,3,2,0,1,0,0,0,0,0,0,29,3,0,1
5,0,235,2,2,0,12488,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,98,93,12,43,0
20,0,2,3,1,0,4212,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,13,38,10,0
34,0,192,3,1,0,2255,1,1,1,1,0,0,4,1,0,1,0,0,0,0,0,27,0,9,0,0
11,0,255,3,2,0,10847,1,1,1,0,0,0,0,5,0,0,0,0,0,0,0,54,21,8,0,0
26,0,142,3,1,0,2458,1,1,0,1,0,0,0,2,0,0,1,0,0,0,0,68,57,7,0,1
13,0,228,3,1,0,4916,1,1,0,1,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1
27,0,45,3,2,0,1761,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,46,0,0,0
22,0,2,3,2,0,2,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,92,0,0,14,1
31,0,189,2,2,0,1968,0,0,0,0,0,0,2,0,0,1,1,1,1,1,0,129,0,7,0,0
22,0,223,3,0,0,2515,1,0,0,1,0,1,0,8,0,1,0,0,0,0,0,8,28,3,0,0
33,0,157,3,1,0,10931,1,1,0,1,0,0,0,7,0,1,0,0,0,1,0,0,7,3,0,1
27,0,213,3,0,0,10627,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,28,0,11,1
18,0,52,3,0,0,2,1,1,0,1,0,0,0,5,0,1,1,0,0,0,0,23,18,4,25,1
26,0,14,3,2,0,3652,1,0,0,1,0,0,0,6,0,0,0,0,0,1,0,0,81,31,1,0
30,0,107,2,1,0,2,1,0,0,0,0,0,5,0,0,1,0,0,0,0,0,146,0,28,7,0
21,0,139,3,2,0,8781,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,63,40,10,0,0
26,0,113,3,2,0,2,1,1,0,1,0,0,2,4,0,0,0,0,0,0,0,8,0,3,19,1
38,0,214,4,1,0,6026,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,0,0
16,0,313,3,2,0,311,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,92,46,7,29,0
28,0,145,3,1,0,7743,1,1,0,1,0,0,3,0,0,1,1,0,0,1,0,0,44,27,7,0
18,0,137,3,1,0,2,1,1,0,0,0,0,0,5,0,1,0,0,1,1,0,72,15,8,0,0
15,0,215,3,2,0,2,1,0,0,1,1,0,0,4,0,1,0,0,0,0,0,52,17,7,0,1
35,0,171,4,1,0,8967,0,0,0,0,0,0,0,4,0,1,0,0,1,0,0,72,24,17,9,0
23,0,277,3,2,0,6221,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,6,14,0,9,1
18,0,78,2,1,0,64,1,0,0,0,0,0,2,5,0,0,0,0,0,0,0,30,27,2,0,0
37,0,105,3,2,1,4302,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,29,27,7,5,1
20,0,2,3,1,0,12567,1,1,0,1,0,0,4,0,0,0,0,0,1,0,0,158,0,2,0,1
24,0,214,3,1,0,4012,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,88,58,24,18,0
18,0,270,2,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,20,0
25,0,126,3,2,0,9619,1,0,0,1,0,0,0,4,0,0,1,0,0,1,0,0,55,0,6,0
33,0,184,3,1,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,22,36,25,19,1
34,0,23,3,1,0,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,105,18,13,18,1
37,0,143,4,1,0,2,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,43,10,45,0
14,0,252,2,1,0,2,1,0,0,1,0,0,5,8,0,1,1,0,0,0,0,0,47,10,0,1
23,0,53,3,1,0,950,1,1,0,1,0,0,1,7,0,1,0,0,0,0,0,24,0,5,27,0
25,0,289,3,0,0,4525,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,75,21,5,0,1
20,0,40,2,1,0,2,0,0,0,0,0,0,0,6,0,1,1,0,1,0,0,44,1,13,10,1
32,0,233,3,1,0,2643,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,69,45,7,5,0
20,0,217,3,1,0,4325,0,1,0,1,0,0,0,5,1,1,1,0,0,0,0,18,8,34,0,1
31,0,205,3,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,0,27,0
40,0,164,3,1,0,2,1,0,0,1,0,0,0,5,0,0,1,0,0,1,0,25,25,9,27,0
18,0,62,3,2,0,1758,1,0,0,1,0,0,7,6,0,1,0,0,1,0,0,0,76,0,15,1
25,0,219,3,2,0,2330,1,0,1,1,0,0,0,3,0,1,0,0,0,0,0,0,12,10,2,0
8,0,173,2,1,0,12192,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,196,0,28,12,0
13,0,111,2,3,0,2,1,0,1,0,0,0,0,8,0,0,1,0,0,1,0,0,0,0,0,0
17,0,141,3,0,0,3620,1,0,1,0,0,0,4,1,0,0,0,0,0,0,0,84,0,14,11,0
25,0,164,2,1,0,2,1,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,20,3,1
13,0,298,3,2,0,7274,0,0,1,0,0,0,8,2,0,0,0,0,0,0,0,196,30,9,20,0
5,0,2,2,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
13,0,315,2,2,0,4021,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,126,0,5,0,1
10,0,105,3,1,0,2162,1,0,1,0,0,0,0,5,0,0,0,0,0,1,0,0,0,30,25,1
8,0,172,2,1,0,14436,1,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,84,12,0,1
5,0,171,3,1,0,2,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,92,25,19,0,1
13,0,120,3,0,1,2,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,55,47,23,14,1
33,0,59,3,2,0,1424,1,0,0,1,0,0,3,1,0,0,0,0,0,0,0,81,9,0,0,0
24,0,141,3,1,0,2652,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,33,16,0,0,0
28,0,292,3,2,0,3266,1,0,0,0,0,0,3,2,0,0,1,0,0,0,0,11,0,0,17,1
22,0,78,3,1,0,7432,1,1,0,1,0,0,3,0,0,1,1,0,1,0,0,0,0,2,30,0
14,0,295,3,2,0,2,0,1,0,1,0,0,2,6,0,0,0,0,0,0,0,0,13,0,0,1
11,0,204,3,1,0,2,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,2,0,15,0,1
28,0,146,2,1,0,3987,1,1,0,1,0,0,2,2,0,0,1,1,0,0,0,0,8,4,0,1
19,0,95,3,1,0,5700,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,5,18,1
23,0,105,4,1,0,6911,1,1,1,0,0,0,0,3,0,0,1,0,0,0,0,118,0,30,0,1
20,0,2,3,1,0,2,1,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,18,19,1
14,0,16,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,79,0,0,2,0
28,0,69,3,1,0,531,1,0,0,1,1,0,0,4,0,0,0,0,0,0,0,14,26,5,0,1
28,0,146,3,1,0,2,1,1,0,0,0,0,0,6,0,0,0,0,1,0,0,90,14,8,0,0
26,0,197,3,1,0,4421,1,1,0,0,0,0,0,2,0,1,0,0,0,1,0,64,0,7,0,1
25,0,139,3,1,0,2,1,1,0,1,0,0,4,0,0,1,1,0,0,0,0,23,18,2,0,0
27,0,175,3,2,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,81,17,0,14,0
17,0,230,3,0,0,4699,1,0,0,1,0,0,1,7,0,0,1,0,0,1,0,0,0,2,0,1
9,0,270,3,1,0,12063,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,5,0,1
12,0,205,3,2,0,1168,1,0,0,1,0,0,0,12,0,0,0,0,1,0,0,83,16,0,0,1
21,0,209,2,0,0,11446,1,0,0,0,0,0,1,4,0,0,1,0,0,0,0,38,0,24,0,1
23,0,82,4,1,0,2,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,16,0,1
38,0,289,4,1,0,2369,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,166,75,14,18,1
25,0,87,3,2,0,660,1,0,0,1,1,0,0,2,0,1,1,0,0,0,0,79,57,2,0,1
22,0,285,4,2,0,1105,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,8,40,20,44,1
22,0,231,3,1,0,842,1,0,0,1,0,0,3,6,0,0,1,1,0,0,0,0,67,6,3,0
20,0,119,2,1,0,10635,1,1,0,1,0,0,1,5,0,0,1,0,0,1,0,0,13,12,8,1
22,0,285,3,1,0,11296,0,1,0,0,0,0,0,6,0,1,0,0,0,1,0,0,25,9,0,1
37,0,40,3,1,0,5856,1,1,0,1,0,0,0,4,0,0,1,0,0,0,0,0,18,0,1,0
21,0,124,3,1,0,2,1,0,1,0,0,0,4,2,0,0,1,0,0,0,0,0,15,3,26,1
15,0,119,3,1,0,2,1,1,0,1,0,0,7,4,0,0,0,0,0,0,0,0,3,3,1,0
13,0,120,3,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,1
19,0,115,3,1,0,8769,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,65,41,1,32,1
22,0,229,2,2,0,2,1,1,0,0,0,0,0,2,0,1,1,1,0,0,0,0,0,6,16,0
19,0,166,3,1,0,7298,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,105,0,21,14,0
10,0,146,3,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,18,1
14,0,192,3,2,0,4214,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,36,0,0,1
41,0,163,3,1,0,852,1,0,0,1,0,0,2,0,1,1,0,0,0,1,0,105,0,7,0,1
11,0,60,3,1,0,2,1,0,1,0,0,0,4,8,0,0,1,0,0,0,0,212,24,0,0,0
28,0,244,3,2,0,2,0,0,1,0,0,0,4,5,0,1,1,0,1,0,0,70,18,10,0,1
29,0,268,2,1,0,9917,0,0,1,1,0,0,8,4,0,1,0,0,1,0,0,16,20,8,0,0
30,0,197,4,2,0,7029,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,43,0,0,15,1
4,0,141,3,2,0,2,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,41,0,2,1
11,0,239,2,1,0,2,1,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,51,0,0,1
13,0,209,3,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,107,3,1,0,2,1,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,6,0,17,1
34,0,2,2,1,1,8175,1,0,1,0,0,0,3,2,0,0,1,1,0,0,0,87,0,46,29,1
34,0,67,2,2,0,1728,0,0,1,1,0,0,0,13,0,0,1,0,0,0,0,50,58,0,9,1
37,0,186,3,1,0,2347,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,9,21,0,1
33,0,237,3,1,0,8180,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,8,11,0
13,0,210,3,3,0,8428,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,73,22,0,0,0
20,0,207,3,1,0,2,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,14,0,17,0
21,0,283,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,10,0,0
11,0,168,2,1,0,1210,1,0,0,1,0,0,2,9,0,0,0,0,0,0,0,9,0,31,0,1
31,0,25,3,3,0,210,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,47,50,11,0,0
18,0,174,3,1,0,2,1,0,0,1,0,0,1,5,0,0,0,1,0,0,0,24,0,4,28,0
10,0,232,3,1,0,2,1,1,0,0,1,0,0,9,0,0,1,1,0,1,0,14,2,20,0,1
11,0,142,3,1,0,2,1,0,1,1,0,0,0,9,0,1,1,0,0,0,0,48,55,0,27,0
24,0,343,3,2,0,3397,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,53,0,12,0,1
17,0,208,2,0,0,33,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,153,21,15,0,0
40,0,89,3,1,0,2,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,1
22,0,182,3,1,0,2,1,1,1,1,0,0,2,0,0,0,0,0,0,1,0,0,0,3,8,1
41,0,100,3,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,158,0,0,5,1
12,0,2,2,1,0,5488,1,1,1,0,0,0,1,5,0,0,0,1,0,0,0,0,0,4,45,1
34,0,93,3,2,0,144,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,214,0,14,6,0
8,0,138,3,0,0,9764,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,30,34,15,3,1
10,0,88,3,1,0,15548,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,3,17,10,0
32,0,172,4,1,0,14206,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,14,44,9,0,0
23,0,242,3,1,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,23,0,0
13,0,135,2,1,0,7967,1,0,1,1,0,0,0,7,0,0,0,0,1,1,0,0,19,11,0,1
20,0,250,3,1,0,7054,1,0,1,1,0,0,1,3,0,0,0,0,0,0,0,37,0,31,13,1
32,0,175,3,0,0,3807,1,1,0,1,0,0,0,7,0,0,1,0,0,1,0,54,77,20,18,0
9,0,79,2,1,0,7522,0,0,1,0,0,0,0,2,0,1,0,1,0,0,0,0,49,12,1,1
18,0,2,2,1,0,2,1,1,0,0,0,0,0,6,0,1,0,0,0,0,0,0,25,0,0,0
17,0,259,4,1,0,5256,1,1,0,1,0,0,4,3,0,0,0,0,0,0,0,8,30,21,0,1
15,0,2,3,1,0,1570,1,1,0,1,0,0,0,5,0,1,0,0,1,0,0,0,0,0,31,1
16,0,321,3,0,0,2,1,1,1,0,0,0,0,6,0,1,1,0,0,0,0,4,0,7,21,0
13,0,189,3,0,0,10702,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,33,0,0,1,1
31,0,204,3,1,0,2,1,0,1,1,0,0,0,7,0,1,1,0,0,0,0,94,30,24,0,0
29,0,135,2,1,0,2,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,13,15,17,19,1
20,0,182,4,1,0,2,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,17,19,1,0
8,0,32,2,0,0,6598,1,1,0,0,0,0,0,5,0,0,0,1,1,1,0,21,21,20,8,1
28,0,57,2,0,0,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,63,0,0,13,0
29,0,171,4,1,0,2,0,1,1,1,0,0,0,8,0,0,1,0,1,0,0,0,0,0,0,1
24,0,97,2,2,0,4326,1,0,0,0,0,0,1,10,0,1,0,0,0,0,0,84,19,24,0,0
17,0,33,3,1,0,2,1,0,0,0,0,0,5,0,0,0,1,0,0,0,0,33,32,33,0,0
17,0,148,4,2,0,5527,1,0,1,1,1,0,2,2,0,1,0,0,0,1,0,5,0,2,0,0
28,0,204,3,1,0,2,1,1,1,1,1,0,0,2,1,0,1,0,0,0,0,7,42,3,26,0
28,0,217,3,1,0,2,1,0,1,0,0,0,0,2,0,0,1,0,0,1,0,1,0,13,1,1
26,0,2,4,1,0,2,1,0,1,1,0,0,3,5,0,1,1,0,0,1,0,0,0,0,0,0
10,0,103,3,1,0,2,1,0,0,1,0,0,7,9,0,1,0,0,0,0,0,0,32,25,6,1
15,0,189,2,1,0,2752,1,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,52,1,26,0
17,0,2,3,2,0,8653,1,0,0,1,0,0,8,0,0,0,0,0,0,0,0,65,34,0,20,0
19,0,74,3,0,0,383,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,29,13,28,1
39,0,39,2,1,0,2,1,0,1,0,1,0,3,2,0,0,0,0,0,0,0,0,68,23,26,1
24,0,110,3,1,0,2,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,21,0,12,1
21,0,129,3,0,0,2,1,0,1,0,0,0,0,4,0,0,1,0,0,0,0,53,5,29,20,1
32,0,38,3,2,0,1740,1,1,1,0,0,0,4,4,0,1,1,0,0,1,0,0,29,6,0,1
29,0,215,2,1,0,4032,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,147,12,25,10,1
26,0,181,4,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,52,0,0,0
24,0,57,3,2,0,16638,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
30,0,274,3,2,0,1042,1,0,0,0,0,0,0,5,0,0,1,0,0,0,0,183,0,52,0,0
17,0,156,3,1,0,11086,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,45,16,0
26,0,160,3,1,0,2,1,0,1,1,0,0,1,1,0,1,0,1,1,1,0,123,0,8,17,1
15,0,98,3,1,0,9403,1,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,25,1
37,0,18,3,2,0,2,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,12,0,1
11,0,172,2,2,0,2228,0,0,0,0,0,0,0,5,0,0,1,0,0,1,0,12,36,11,11,0
22,0,194,3,0,0,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
31,0,118,3,1,0,11186,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,51,0,5,17,1
34,0,124,2,1,0,3160,1,0,0,1,0,0,1,4,0,1,1,0,0,1,0,0,0,31,15,1
4,0,157,4,2,0,12280,1,1,0,0,0,0,2,4,0,1,1,1,0,0,0,111,6,37,0,1
11,0,173,3,2,0,2,1,1,0,1,1,0,2,0,0,0,1,0,0,0,0,17,0,18,0,0
32,0,16,3,0,0,2,1,0,0,1,0,0,5,0,0,0,1,1,0,1,0,0,0,38,40,1
12,0,52,2,1,0,2,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,90,16,10,27,1
15,0,174,3,1,0,7073,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,37,0,0,0,0
28,0,134,3,1,0,2520,1,0,1,1,0,0,4,0,0,1,1,0,0,1,0,37,0,15,0,0
13,0,158,3,1,0,2629,1,1,0,0,0,0,0,5,0,1,0,1,0,1,0,26,0,1,0,0
23,0,160,2,2,0,1911,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,32,13,0,1
4,0,70,2,2,0,5589,1,0,0,1,0,0,0,4,0,0,0,0,0,1,0,0,0,33,0,1
15,0,115,4,1,0,2,1,0,0,1,0,0,2,5,0,1,1,0,0,0,0,0,2,1,0,1
30,0,148,3,1,0,2,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,32,0,21,0,1
16,0,104,3,1,0,2,0,0,0,1,1,0,5,0,0,0,0,0,0,0,0,0,57,14,0,0
15,0,166,3,2,0,10964,0,1,0,1,0,0,5,10,0,1,0,0,1,1,0,0,0,15,9,1
25,0,231,2,1,0,2,0,0,0,1,0,0,0,5,0,0,0,0,1,0,0,77,0,0,17,0
26,0,76,3,1,0,2,1,0,1,0,0,0,0,3,0,0,0,1,0,1,0,0,0,24,22,0
40,0,81,4,2,0,2874,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,12,0,1
18,0,314,3,2,0,2,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,22,18,23,0
18,0,368,3,2,1,2,1,1,0,0,0,0,4,5,0,1,0,0,0,1,0,0,0,0,2,1
16,0,90,3,1,0,101,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,4,1
14,0,246,2,1,1,4365,1,0,1,1,0,0,1,2,0,0,0,0,1,1,0,91,0,14,0,0
37,0,302,3,1,0,2,1,1,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,8,26,0
9,0,118,3,1,0,1687,1,0,0,1,0,0,3,9,0,1,0,0,0,0,0,94,46,0,0,1
26,0,210,3,1,0,2,1,1,0,0,0,0,3,2,0,1,1,0,0,1,0,62,1,0,28,1
4,0,291,3,1,0,2445,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,17,3,0,1
27,0,182,3,0,0,1348,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,21,35,1
10,0,156,2,1,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,95,3,19,18,1
15,0,136,3,1,0,2,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,66,17,0,24,0
14,0,84,3,0,0,2528,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,25,0
17,0,212,2,1,0,2,1,0,1,1,0,0,0,7,0,0,1,0,0,0,0,0,40,0,20,0
23,0,123,3,1,0,6503,1,0,1,1,0,0,7,0,0,0,1,0,0,0,0,0,0,27,19,1
22,0,2,4,2,0,540,1,1,1,1,0,0,1,4,0,0,0,0,0,1,0,52,0,18,17,1
